Merk,Model,Tahun Produksi,Jarak Tempuh,Warna,Engine CC,Transmission,Seat Capacity,Harga,Fuel Type,Umur Mobil
Hyundai,Creta,2022.0,47500.0,Silver,1497.0,Automatic,5.0,235000000.0,Petrol,3.0
Honda,Br,2024.0,2500.0,Grey,1498.0,Automatic,7.0,246000000.0,Petrol,1.0
Mitsubishi,Pajero,2022.0,17500.0,White,2442.0,Automatic,7.0,480000000.0,Diesel,3.0
Mitsubishi,Xforce,2025.0,2500.0,White,1499.0,Automatic,5.0,297000000.0,Petrol,0.0
Wuling,Cortez,2019.0,67500.0,Black,1451.0,Automatic,7.0,157000000.0,Petrol,6.0
Honda,Civic,2018.0,72500.0,Silver,1498.0,Automatic,5.0,270000000.0,Petrol,7.0
Bmw,320I,2015.0,42500.0,Black,1997.0,Automatic,5.0,265000000.0,Petrol,10.0
Mazda,Cx,2024.0,7500.0,Grey,2488.0,Automatic,5.0,474000000.0,Petrol,1.0
Honda,Cr,2024.0,12500.0,Red,1993.0,Automatic,5.0,626000000.0,Hybrid,1.0
Mitsubishi,Pajero,2021.0,32500.0,Grey,2442.0,Automatic,7.0,440000000.0,Diesel,4.0
Toyota,Voxy,2023.0,12500.0,Black,1986.0,Automatic,5.0,433000000.0,Petrol,2.0
Mercedes,Benz,2014.0,57500.0,Black,1595.0,Automatic,5.0,275000000.0,Petrol,11.0
Toyota,Alphard,2023.0,12500.0,White,2494.0,Automatic,7.0,895000000.0,Petrol,2.0
Honda,Br,2022.0,47500.0,White,1498.0,Automatic,7.0,214000000.0,Petrol,3.0
Lexus,Rx,2016.0,47500.0,Black,1998.0,Automatic,5.0,584000000.0,Petrol,9.0
Hyundai,H,2013.0,47500.0,White,2359.0,Automatic,8.0,130000000.0,Petrol,12.0
Mini,Countryman,2011.0,37500.0,Red,1598.0,Automatic,5.0,314000000.0,Petrol,14.0
Toyota,Fortuner,2019.0,62500.0,Black,2393.0,Automatic,7.0,398000000.0,Diesel,6.0
Bmw,320I,2015.0,82500.0,Brown,1997.0,Automatic,5.0,249000000.0,Petrol,10.0
Bmw,116I,2012.0,92500.0,White,1596.0,Automatic,5.0,229000000.0,Petrol,13.0
Honda,Brio,2022.0,27500.0,Black,1199.0,Manual,5.0,138000000.0,Petrol,3.0
Ford,Ecosport,2014.0,132500.0,Silver,1499.0,Automatic,5.0,99000000.0,Petrol,11.0
Honda,Odyssey,2014.0,112500.0,Purple,2356.0,Automatic,7.0,219000000.0,Petrol,11.0
Mercedes,Benz,2011.0,82500.0,Brown,1796.0,Automatic,5.0,179000000.0,Petrol,14.0
Bmw,116I,2012.0,82500.0,White,1596.0,Automatic,5.0,229000000.0,Petrol,13.0
Hyundai,Stargazer,2022.0,37500.0,White,1497.0,Automatic,7.0,190000000.0,Petrol,3.0
Hyundai,Stargazer,2023.0,32500.0,Grey,1497.0,Automatic,7.0,170000000.0,Petrol,2.0
Toyota,Fortuner,2022.0,32500.0,Black,2755.0,Automatic,7.0,537000000.0,Diesel,3.0
Honda,Hr,2023.0,27500.0,Black,1498.0,Automatic,5.0,300000000.0,Petrol,2.0
Honda,Brio,2021.0,22500.0,Grey,1199.0,Automatic,5.0,140000000.0,Petrol,4.0
Honda,Hr,2022.0,12500.0,Grey,1498.0,Automatic,5.0,305000000.0,Petrol,3.0
Mazda,Cx,2022.0,32500.0,White,2488.0,Automatic,5.0,411000000.0,Petrol,3.0
Honda,Wr,2024.0,17500.0,Red,1498.0,Automatic,5.0,243000000.0,Petrol,1.0
Honda,Cr,2022.0,62500.0,Silver,1498.0,Automatic,5.0,384000000.0,Petrol,3.0
Toyota,Voxy,2019.0,57500.0,Black,1986.0,Automatic,7.0,285000000.0,Petrol,6.0
Toyota,Sienta,2018.0,62500.0,Orange,1497.0,Automatic,7.0,166000000.0,Petrol,7.0
Honda,City,2021.0,52500.0,Black,1498.0,Automatic,5.0,205000000.0,Petrol,4.0
Chevrolet,Trax,2017.0,92500.0,Grey,1399.0,Automatic,5.0,128000000.0,Petrol,8.0
Toyota,Fortuner,2017.0,62500.0,Black,2393.0,Automatic,7.0,325000000.0,Diesel,8.0
Toyota,Land,2022.0,22500.0,Black,3346.0,Automatic,7.0,1995000000.0,Diesel,3.0
Toyota,Veloz,2022.0,42500.0,Black,1496.0,Automatic,7.0,219000000.0,Petrol,3.0
Toyota,Voxy,2022.0,52500.0,Black,1986.0,Automatic,5.0,375000000.0,Petrol,3.0
Toyota,Alphard,2025.0,2500.0,White,2500.0,Automatic,7.0,1550000000.0,Hybrid,0.0
Mitsubishi,Pajero,2016.0,122500.0,White,2442.0,Automatic,7.0,365000000.0,Diesel,9.0
Toyota,Alphard,2024.0,7500.0,Black,2500.0,Automatic,7.0,1475000000.0,Hybrid,1.0
Mercedes,Benz,2023.0,2500.0,Grey,1999.0,Automatic,5.0,825000000.0,Petrol,2.0
Honda,Mobilio,2016.0,72500.0,White,1496.0,Automatic,7.0,115000000.0,Petrol,9.0
Hyundai,Staria,2022.0,42500.0,Black,2199.0,Automatic,7.0,599000000.0,Diesel,3.0
Toyota,Kijang,2023.0,22500.0,White,1998.0,Automatic,7.0,496000000.0,Petrol,2.0
Toyota,Kijang,2023.0,47500.0,White,1998.0,Automatic,7.0,420000000.0,Hybrid,2.0
Toyota,Hiace,2024.0,2500.0,White,2982.0,Manual,16.0,519000000.0,Diesel,1.0
Toyota,Camry,2019.0,52500.0,Black,2494.0,Automatic,5.0,285000000.0,Petrol,6.0
Lexus,Gs,2017.0,32500.0,White,1998.0,Automatic,5.0,514000000.0,Petrol,8.0
Honda,Hr,2016.0,112500.0,White,1497.0,Automatic,5.0,150000000.0,Petrol,9.0
Toyota,Rush,2014.0,122500.0,Silver,1495.0,Automatic,5.0,115000000.0,Petrol,11.0
Toyota,Avanza,2013.0,107500.0,Silver,1298.0,Automatic,7.0,90000000.0,Petrol,12.0
Toyota,Avanza,2020.0,107500.0,Silver,1329.0,Automatic,7.0,136000000.0,Petrol,5.0
Honda,Hr,2017.0,132500.0,Black,1497.0,Automatic,5.0,164000000.0,Petrol,8.0
Suzuki,Jimny,2023.0,7500.0,Yellow,1462.0,Automatic,4.0,414000000.0,Petrol,2.0
Toyota,Veloz,2023.0,47500.0,White,1496.0,Automatic,7.0,210000000.0,Petrol,2.0
Toyota,Sienta,2016.0,92500.0,Orange,1497.0,Automatic,7.0,125000000.0,Petrol,9.0
Toyota,Alphard,2013.0,122500.0,Black,2362.0,Automatic,7.0,240000000.0,Petrol,12.0
Toyota,Agya,2018.0,37500.0,Yellow,1197.0,Automatic,5.0,94000000.0,Petrol,7.0
Nissan,X,2015.0,157500.0,Black,2488.0,Automatic,7.0,129000000.0,Petrol,10.0
Honda,Mobilio,2015.0,162500.0,Grey,1496.0,Automatic,7.0,97000000.0,Petrol,10.0
Toyota,Veloz,2023.0,37500.0,Silver,1496.0,Automatic,7.0,214000000.0,Petrol,2.0
Toyota,Sienta,2017.0,87500.0,Black,1497.0,Automatic,7.0,145000000.0,Petrol,8.0
Suzuki,Sx4,2019.0,37500.0,Grey,1500.0,Automatic,5.0,167000000.0,Petrol,6.0
Nissan,Serena,2017.0,102500.0,White,1997.0,Automatic,7.0,155000000.0,Petrol,8.0
Mitsubishi,Xpander,2019.0,82500.0,Black,1499.0,Automatic,7.0,175000000.0,Petrol,6.0
Mercedes,Benz,2014.0,77500.0,Grey,1595.0,Automatic,5.0,219000000.0,Petrol,11.0
Mazda,Biante,2015.0,92500.0,White,1997.0,Automatic,7.0,140000000.0,Petrol,10.0
Mazda,Biante,2015.0,97500.0,Black,1997.0,Automatic,7.0,140000000.0,Petrol,10.0
Mazda,2,2016.0,112500.0,White,1496.0,Automatic,5.0,135000000.0,Petrol,9.0
Mercedes,Benz,2023.0,7500.0,Silver,1999.0,Automatic,5.0,825000000.0,Petrol,2.0
Honda,Cr,2020.0,52500.0,White,1498.0,Automatic,5.0,290000000.0,Petrol,5.0
Honda,Cr,2018.0,67500.0,Green,1498.0,Automatic,5.0,295000000.0,Petrol,7.0
Bmw,X7,2021.0,7500.0,Black,2998.0,Automatic,7.0,1290000000.0,Petrol,4.0
Chevrolet,Captiva,2015.0,92500.0,Black,1998.0,Automatic,7.0,145000000.0,Diesel,10.0
Mercedes,Benz,2021.0,7500.0,Black,1991.0,Automatic,5.0,745000000.0,Petrol,4.0
Volkswagen,Polo,2018.0,57500.0,Grey,1197.0,Automatic,5.0,125000000.0,Petrol,7.0
Lexus,Nx,2018.0,42500.0,Grey,1998.0,Automatic,5.0,510000000.0,Petrol,7.0
Toyota,Yaris,2012.0,107500.0,Silver,1497.0,Automatic,5.0,97000000.0,Petrol,13.0
Honda,Brio,2022.0,22500.0,Yellow,1199.0,Automatic,5.0,145000000.0,Petrol,3.0
Mercedes,Benz,2017.0,22500.0,White,1991.0,Automatic,5.0,385000000.0,Petrol,8.0
Toyota,Alphard,2018.0,32500.0,White,2494.0,Automatic,7.0,570000000.0,Petrol,7.0
Mercedes,Benz,2017.0,22500.0,Black,1991.0,Automatic,5.0,330000000.0,Petrol,8.0
Toyota,Vellfire,2011.0,157500.0,White,2362.0,Automatic,7.0,150000000.0,Petrol,14.0
Toyota,Alphard,2014.0,97500.0,Black,2362.0,Automatic,7.0,240000000.0,Petrol,11.0
Mercedes,Benz,2022.0,12500.0,Black,1332.0,Automatic,7.0,590000000.0,Petrol,3.0
Mini,Cooper,2020.0,17500.0,Orange,1499.0,Automatic,4.0,468000000.0,Petrol,5.0
Suzuki,Baleno,2020.0,77500.0,Red,1373.0,Automatic,5.0,162000000.0,Petrol,5.0
Honda,Hr,2018.0,72500.0,White,1497.0,Automatic,5.0,177000000.0,Petrol,7.0
Nissan,Serena,2011.0,107500.0,Silver,1998.0,Automatic,7.0,100000000.0,Petrol,14.0
Mitsubishi,Xpander,2021.0,82500.0,Black,1499.0,Automatic,7.0,185000000.0,Petrol,4.0
Land,Rover,2012.0,17500.0,White,1999.0,Automatic,5.0,295000000.0,Petrol,13.0
Lexus,Rx,2013.0,72500.0,White,2672.0,Automatic,5.0,265000000.0,Petrol,12.0
Hyundai,Stargazer,2023.0,37500.0,White,1497.0,Automatic,7.0,215000000.0,Petrol,2.0
Honda,Hr,2018.0,62500.0,Grey,1799.0,Automatic,5.0,212000000.0,Petrol,7.0
Honda,Hr,2015.0,122500.0,Grey,1497.0,Automatic,5.0,155000000.0,Petrol,10.0
Honda,Civic,2023.0,2500.0,White,1498.0,Automatic,5.0,475000000.0,Petrol,2.0
Honda,Cr,2018.0,87500.0,Silver,1498.0,Automatic,5.0,275000000.0,Petrol,7.0
Honda,Br,2022.0,22500.0,White,1498.0,Automatic,7.0,215000000.0,Petrol,3.0
Toyota,Yaris,2021.0,62500.0,Black,1496.0,Automatic,5.0,190000000.0,Petrol,4.0
Toyota,Veloz,2022.0,22500.0,Black,1496.0,Automatic,7.0,210000000.0,Petrol,3.0
Toyota,Calya,2023.0,22500.0,White,1197.0,Automatic,7.0,123000000.0,Petrol,2.0
Mercedes,Benz,2020.0,32500.0,Grey,1991.0,Automatic,7.0,684000000.0,Petrol,5.0
Hyundai,Stargazer,2022.0,47500.0,Black,1497.0,Automatic,7.0,188000000.0,Petrol,3.0
Honda,Wr,2023.0,32500.0,Black,1498.0,Automatic,5.0,222000000.0,Petrol,2.0
Honda,Hr,2016.0,87500.0,Blue,1497.0,Automatic,5.0,155000000.0,Petrol,9.0
Toyota,Rush,2018.0,77500.0,White,1495.0,Automatic,7.0,167000000.0,Petrol,7.0
Toyota,Fortuner,2019.0,62500.0,Black,2393.0,Automatic,7.0,357000000.0,Diesel,6.0
Toyota,Avanza,2012.0,77500.0,White,1298.0,Automatic,7.0,97000000.0,Petrol,13.0
Suzuki,Ignis,2018.0,37500.0,Blue,1197.0,Automatic,5.0,107000000.0,Petrol,7.0
Suzuki,Ertiga,2017.0,117500.0,Black,1373.0,Automatic,7.0,123000000.0,Petrol,8.0
Mitsubishi,Triton,2016.0,122500.0,White,2477.0,Manual,5.0,182000000.0,Diesel,9.0
Suzuki,Ertiga,2017.0,82500.0,Purple,1373.0,Automatic,7.0,130000000.0,Petrol,8.0
Suzuki,Baleno,2020.0,67500.0,Grey,1373.0,Automatic,5.0,157000000.0,Petrol,5.0
Nissan,Livina,2020.0,62500.0,Black,1499.0,Automatic,7.0,155000000.0,Petrol,5.0
Nissan,Grand,2015.0,142500.0,Silver,1498.0,Automatic,7.0,97000000.0,Petrol,10.0
Mitsubishi,Outlander,2016.0,82500.0,Brown,1998.0,Automatic,5.0,145000000.0,Petrol,9.0
Mazda,2,2018.0,62500.0,White,1496.0,Automatic,5.0,165000000.0,Petrol,7.0
Hyundai,Stargazer,2023.0,47500.0,Black,1497.0,Automatic,7.0,188000000.0,Petrol,2.0
Toyota,Fortuner,2023.0,2500.0,Black,2393.0,Automatic,7.0,434000000.0,Diesel,2.0
Hyundai,Creta,2022.0,42500.0,White,1497.0,Automatic,5.0,247000000.0,Petrol,3.0
Honda,Jazz,2019.0,67500.0,White,1497.0,Automatic,5.0,197000000.0,Petrol,6.0
Honda,Hr,2017.0,62500.0,White,1497.0,Automatic,5.0,165000000.0,Petrol,8.0
Honda,City,2022.0,22500.0,White,1498.0,Automatic,5.0,207000000.0,Petrol,3.0
Honda,Br,2017.0,72500.0,Silver,1497.0,Automatic,7.0,148000000.0,Petrol,8.0
Chevrolet,Trax,2017.0,92500.0,Grey,1399.0,Automatic,5.0,127000000.0,Petrol,8.0
Bmw,520D,2013.0,77500.0,Silver,1995.0,Automatic,5.0,195000000.0,Diesel,12.0
Toyota,Kijang,2021.0,27500.0,Black,2393.0,Automatic,8.0,378000000.0,Diesel,4.0
Mitsubishi,Pajero,2016.0,112500.0,Black,2442.0,Automatic,7.0,324000000.0,Diesel,9.0
Toyota,Kijang,2017.0,67500.0,Black,1998.0,Automatic,8.0,195000000.0,Petrol,8.0
Wuling,Almaz,2019.0,72500.0,Grey,1451.0,Automatic,5.0,145000000.0,Petrol,6.0
Suzuki,Jimny,2021.0,17500.0,Grey,1462.0,Automatic,4.0,425000000.0,Petrol,4.0
Toyota,Sienta,2017.0,57500.0,White,1497.0,Automatic,7.0,173000000.0,Petrol,8.0
Honda,Hr,2021.0,87500.0,Black,1497.0,Automatic,5.0,206000000.0,Petrol,4.0
Mazda,Cx,2020.0,47500.0,Black,2488.0,Automatic,7.0,350000000.0,Petrol,5.0
Chery,Tiggo,2025.0,7500.0,Black,1998.0,Automatic,8.0,324000000.0,Petrol,0.0
Suzuki,Baleno,2024.0,12500.0,Blue,1462.0,Automatic,5.0,214000000.0,Petrol,1.0
Mini,Cooper,2015.0,42500.0,Black,2000.0,Automatic,5.0,425000000.0,Petrol,10.0
Mini,Countryman,2021.0,2500.0,Green,1499.0,Automatic,5.0,530000000.0,Petrol,4.0
Honda,Brio,2021.0,22500.0,Black,1199.0,Manual,5.0,138000000.0,Petrol,4.0
Bmw,Z4,2023.0,2500.0,Red,1998.0,Automatic,2.0,1375000000.0,Petrol,2.0
Porsche,Boxster,2015.0,37500.0,White,2706.0,Automatic,2.0,1450000000.0,Petrol,10.0
Mercedes,Benz,2016.0,32500.0,Grey,1595.0,Automatic,5.0,279000000.0,Petrol,9.0
Mini,Countryman,2019.0,12500.0,Blue,1998.0,Automatic,5.0,460000000.0,Petrol,6.0
Toyota,Veloz,2022.0,17500.0,Silver,1496.0,Automatic,7.0,223000000.0,Petrol,3.0
Toyota,Kijang,2019.0,147500.0,Black,2393.0,Automatic,8.0,275000000.0,Diesel,6.0
Toyota,Voxy,2023.0,22500.0,Black,1986.0,Automatic,5.0,429000000.0,Petrol,2.0
Toyota,Fortuner,2014.0,122500.0,Black,2694.0,Automatic,7.0,225000000.0,Petrol,11.0
Nissan,Serena,2022.0,22500.0,Black,1997.0,Automatic,7.0,309000000.0,Petrol,3.0
Mitsubishi,Pajero,2015.0,157500.0,White,2477.0,Automatic,7.0,235000000.0,Diesel,10.0
Toyota,Voxy,2018.0,42500.0,Black,1986.0,Automatic,7.0,280000000.0,Petrol,7.0
Mitsubishi,Pajero,2018.0,77500.0,White,2477.0,Automatic,7.0,315000000.0,Diesel,7.0
Toyota,Vellfire,2012.0,57500.0,White,2362.0,Automatic,7.0,270000000.0,Petrol,13.0
Mitsubishi,Pajero,2020.0,57500.0,White,2477.0,Automatic,7.0,430000000.0,Diesel,5.0
Mg,Hs,2022.0,32500.0,Maroon,1490.0,Automatic,5.0,270000000.0,Petrol,3.0
Wuling,Almaz,2021.0,32500.0,Silver,1451.0,Automatic,7.0,210000000.0,Petrol,4.0
Toyota,Kijang,2022.0,57500.0,Black,1998.0,Automatic,7.0,415000000.0,Petrol,3.0
Toyota,Veloz,2022.0,22500.0,Black,1496.0,Automatic,7.0,205000000.0,Petrol,3.0
Toyota,Veloz,2022.0,42500.0,Silver,1496.0,Automatic,7.0,209000000.0,Petrol,3.0
Honda,Br,2022.0,7500.0,Grey,1498.0,Automatic,7.0,219000000.0,Petrol,3.0
Toyota,Yaris,2021.0,62500.0,Black,1496.0,Automatic,5.0,189000000.0,Petrol,4.0
Mazda,2,2018.0,42500.0,Maroon,1496.0,Automatic,5.0,170000000.0,Petrol,7.0
Toyota,Veloz,2022.0,42500.0,Black,1496.0,Automatic,7.0,219000000.0,Petrol,3.0
Mitsubishi,Xpander,2022.0,42500.0,Grey,1499.0,Automatic,7.0,219000000.0,Petrol,3.0
Mitsubishi,Xpander,2021.0,82500.0,Black,1499.0,Automatic,7.0,189000000.0,Petrol,4.0
Toyota,Harrier,2021.0,17500.0,Black,1987.0,Automatic,5.0,749000000.0,Petrol,4.0
Honda,Cr,2018.0,87500.0,Grey,1498.0,Automatic,5.0,265000000.0,Petrol,7.0
Honda,Hr,2018.0,62500.0,Grey,1799.0,Automatic,5.0,215000000.0,Petrol,7.0
Honda,Civic,2017.0,67500.0,Black,1498.0,Automatic,5.0,259000000.0,Petrol,8.0
Mitsubishi,Xpander,2022.0,27500.0,Black,1499.0,Automatic,7.0,234000000.0,Petrol,3.0
Toyota,Alphard,2014.0,97500.0,Black,2362.0,Automatic,7.0,229000000.0,Petrol,11.0
Honda,Freed,2014.0,142500.0,Grey,1497.0,Automatic,7.0,129000000.0,Petrol,11.0
Nissan,Serena,2022.0,32500.0,Red,1997.0,Automatic,7.0,298000000.0,Petrol,3.0
Hyundai,Creta,2022.0,42500.0,White,1497.0,Automatic,5.0,249000000.0,Petrol,3.0
Mazda,2,2018.0,67500.0,White,1496.0,Automatic,5.0,159000000.0,Petrol,7.0
Honda,Accord,2013.0,92500.0,Silver,2356.0,Automatic,5.0,158000000.0,Petrol,12.0
Porsche,Macan,2016.0,22500.0,Grey,2997.0,Automatic,5.0,825000000.0,Petrol,9.0
Suzuki,Baleno,2020.0,80550.0,White,1373.0,Automatic,5.0,178000000.0,Petrol,5.0
Bmw,530I,2019.0,27500.0,Grey,1998.0,Automatic,5.0,559000000.0,Petrol,6.0
Porsche,Macan,2016.0,37500.0,Black,1984.0,Automatic,5.0,600000000.0,Petrol,9.0
Lexus,Lx,2023.0,27500.0,Black,3445.0,Automatic,7.0,3150000000.0,Petrol,2.0
Renault,Koleos,2017.0,82500.0,Black,2488.0,Automatic,5.0,179000000.0,Petrol,8.0
Mazda,6,2018.0,42500.0,White,2488.0,Automatic,5.0,279000000.0,Petrol,7.0
Bmw,530I,2017.0,17500.0,Black,1998.0,Automatic,5.0,434000000.0,Petrol,8.0
Mazda,6,2018.0,37500.0,Red,2488.0,Automatic,5.0,279000000.0,Petrol,7.0
Mazda,Cx,2017.0,62500.0,White,1998.0,Automatic,5.0,198000000.0,Petrol,8.0
Honda,Cr,2016.0,112500.0,Black,2354.0,Automatic,5.0,179000000.0,Petrol,9.0
Toyota,Raize,2022.0,17500.0,Blue,998.0,Automatic,5.0,189000000.0,Petrol,3.0
Nissan,Serena,2019.0,37500.0,Black,1997.0,Automatic,7.0,207000000.0,Petrol,6.0
Hyundai,Staria,2021.0,22500.0,Black,2199.0,Automatic,7.0,594000000.0,Diesel,4.0
Hyundai,Creta,2024.0,2500.0,Black,1497.0,Automatic,5.0,315000000.0,Petrol,1.0
Toyota,Fortuner,2022.0,42500.0,Grey,2393.0,Automatic,7.0,435000000.0,Diesel,3.0
Chevrolet,Trailblazer,2017.0,92500.0,Black,2499.0,Automatic,7.0,229000000.0,Diesel,8.0
Hyundai,Stargazer,2023.0,47500.0,Black,1497.0,Automatic,7.0,199000000.0,Petrol,2.0
Honda,Brio,2022.0,22500.0,Yellow,1199.0,Automatic,5.0,138000000.0,Petrol,3.0
Toyota,Fortuner,2019.0,62500.0,Black,2393.0,Automatic,7.0,355000000.0,Diesel,6.0
Mazda,Cx,2016.0,52500.0,White,2488.0,Automatic,5.0,185000000.0,Petrol,9.0
Honda,City,2022.0,22500.0,Red,1498.0,Automatic,5.0,209000000.0,Petrol,3.0
Suzuki,Ignis,2018.0,37500.0,Blue,1197.0,Automatic,5.0,125000000.0,Petrol,7.0
Suzuki,Splash,2014.0,72500.0,Black,1197.0,Automatic,5.0,75000000.0,Petrol,11.0
Toyota,Fortuner,2022.0,47500.0,Grey,2393.0,Automatic,7.0,445000000.0,Diesel,3.0
Mazda,3,2023.0,32500.0,Red,1998.0,Automatic,5.0,425000000.0,Petrol,2.0
Toyota,Avanza,2017.0,92500.0,White,1329.0,Automatic,7.0,118000000.0,Petrol,8.0
Mitsubishi,Pajero,2023.0,22500.0,Black,2442.0,Automatic,7.0,450000000.0,Diesel,2.0
Bmw,318I,1991.0,202500.0,Green,1766.0,Manual,5.0,125000000.0,Petrol,34.0
Toyota,Agya,2022.0,12500.0,White,1197.0,Automatic,5.0,127000000.0,Petrol,3.0
Honda,Cr,2017.0,122500.0,Silver,1498.0,Automatic,5.0,265000000.0,Petrol,8.0
Bmw,X5,2022.0,7500.0,Black,2998.0,Automatic,5.0,975000000.0,Petrol,3.0
Honda,Hr,2016.0,82500.0,Grey,1799.0,Automatic,5.0,185000009.0,Petrol,9.0
Toyota,Agya,2022.0,17500.0,Grey,1197.0,Automatic,5.0,125000000.0,Petrol,3.0
Jeep,Willys,1958.0,202500.0,Green,2199.0,Manual,4.0,165000000.0,Petrol,67.0
Porsche,Boxster,2015.0,2500.0,White,2706.0,Automatic,2.0,1450000000.0,Petrol,10.0
Toyota,Kijang,2018.0,142500.0,Black,1998.0,Automatic,7.0,225000000.0,Petrol,7.0
Bmw,520I,2024.0,2500.0,Grey,1998.0,Automatic,5.0,1075000000.0,Petrol,1.0
Toyota,Kijang,2023.0,52500.0,White,1998.0,Automatic,7.0,435000000.0,Hybrid,2.0
Mercedes,Benz,2015.0,117500.0,Silver,1595.0,Automatic,5.0,250000000.0,Petrol,10.0
Honda,Br,2022.0,47500.0,White,1498.0,Automatic,7.0,202000000.0,Petrol,3.0
Honda,Jazz,2016.0,97500.0,Red,1497.0,Automatic,5.0,177000000.0,Petrol,9.0
Toyota,Land,1980.0,202500.0,Green,4230.0,Manual,5.0,195000000.0,Petrol,45.0
Toyota,Rush,2022.0,52500.0,White,1496.0,Automatic,7.0,225000000.0,Petrol,3.0
Lexus,Rx,2021.0,37500.0,White,1998.0,Automatic,5.0,810000000.0,Petrol,4.0
Toyota,Sienta,2017.0,97500.0,White,1497.0,Automatic,7.0,155000000.0,Petrol,8.0
Mercedes,Benz,2019.0,17500.0,Black,1991.0,Automatic,5.0,529000000.0,Petrol,6.0
Mitsubishi,Xpander,2020.0,72500.0,White,1499.0,Automatic,7.0,215000000.0,Petrol,5.0
Porsche,Cayenne,2013.0,27500.0,White,3598.0,Automatic,5.0,530000000.0,Petrol,12.0
Honda,Brio,2023.0,42500.0,Red,1199.0,Automatic,5.0,144000000.0,Petrol,2.0
Lexus,Rx,2013.0,137500.0,White,2672.0,Automatic,5.0,220000000.0,Petrol,12.0
Daihatsu,Xenia,2019.0,82500.0,Silver,1329.0,Automatic,7.0,145000000.0,Petrol,6.0
Bmw,520I,2018.0,87500.0,White,1998.0,Automatic,5.0,370000000.0,Petrol,7.0
Mazda,Cx,2023.0,52500.0,Black,2488.0,Automatic,5.0,376000000.0,Petrol,2.0
Bmw,318I,1991.0,202500.0,Green,1766.0,Automatic,5.0,125000000.0,Petrol,34.0
Honda,City,2021.0,7500.0,Grey,1498.0,Automatic,5.0,205000000.0,Petrol,4.0
Toyota,Camry,2014.0,87500.0,Black,2494.0,Automatic,5.0,141000000.0,Petrol,11.0
Mercedes,Benz,2019.0,37500.0,Black,1991.0,Automatic,5.0,535000000.0,Petrol,6.0
Chevrolet,Trax,2016.0,122500.0,Red,1399.0,Automatic,5.0,115000000.0,Petrol,9.0
Hyundai,Staria,2021.0,47500.0,Black,2199.0,Automatic,7.0,594000000.0,Diesel,4.0
Mercedes,Benz,2019.0,67500.0,White,1991.0,Automatic,5.0,535000000.0,Petrol,6.0
Daihatsu,Ayla,2024.0,12000.0,Yellow,1198.0,Automatic,5.0,128000000.0,Petrol,1.0
Toyota,Kijang,2022.0,70000.0,Black,2393.0,Automatic,8.0,325000000.0,Diesel,3.0
Honda,Cr,2018.0,47500.0,Grey,1993.0,Automatic,5.0,249000000.0,Petrol,7.0
Mitsubishi,Xpander,2023.0,37500.0,White,1499.0,Automatic,7.0,249000000.0,Petrol,2.0
Suzuki,Ertiga,2024.0,12500.0,White,1462.0,Automatic,7.0,219000000.0,Hybrid,1.0
Hyundai,Creta,2022.0,57500.0,Red,1497.0,Automatic,5.0,214000000.0,Petrol,3.0
Mitsubishi,Pajero,2023.0,47500.0,Black,2442.0,Automatic,7.0,564000000.0,Diesel,2.0
Mercedes,Benz,2011.0,62500.0,Grey,2996.0,Automatic,5.0,170000000.0,Petrol,14.0
Mercedes,Benz,2017.0,32500.0,Black,2996.0,Automatic,5.0,650000000.0,Petrol,8.0
Mercedes,Benz,2014.0,22500.0,Black,2996.0,Automatic,5.0,475000000.0,Petrol,11.0
Toyota,Fortuner,2016.0,97500.0,Black,2393.0,Automatic,7.0,315000000.0,Diesel,9.0
Bmw,430I,2018.0,7500.0,Orange,1998.0,Automatic,4.0,1050000000.0,Petrol,7.0
Toyota,Land,1980.0,197500.0,Green,4230.0,Manual,5.0,195000000.0,Petrol,45.0
Honda,Mobilio,2018.0,47500.0,White,1496.0,Automatic,7.0,160000000.0,Petrol,7.0
Toyota,Alphard,2012.0,97500.0,Black,2362.0,Automatic,7.0,195000000.0,Petrol,13.0
Toyota,Land,1985.0,202500.0,Blue,3000.0,Manual,5.0,460000000.0,Diesel,40.0
Mitsubishi,Pajero,2015.0,147500.0,White,2477.0,Automatic,7.0,195000000.0,Diesel,10.0
Toyota,Alphard,2016.0,92500.0,Black,2494.0,Automatic,7.0,535000000.0,Petrol,9.0
Mitsubishi,Pajero,2015.0,147500.0,White,2477.0,Automatic,7.0,195000000.0,Diesel,10.0
Mercedes,Benz,2023.0,2500.0,White,1999.0,Automatic,5.0,885000000.0,Petrol,2.0
Mitsubishi,Xpander,2022.0,42500.0,White,1499.0,Automatic,7.0,222000000.0,Petrol,3.0
Toyota,Avanza,2020.0,42500.0,Black,1329.0,Automatic,7.0,158000000.0,Petrol,5.0
Mercedes,Benz,2023.0,7500.0,White,1999.0,Automatic,5.0,875000000.0,Petrol,2.0
Toyota,Kijang,2020.0,62500.0,Black,2393.0,Automatic,8.0,291000000.0,Diesel,5.0
Toyota,Kijang,2021.0,22500.0,Black,2393.0,Automatic,8.0,379000000.0,Diesel,4.0
Toyota,Yaris,2014.0,107500.0,Grey,1497.0,Automatic,5.0,99000000.0,Petrol,11.0
Honda,Cr,2015.0,117500.0,Black,2354.0,Automatic,5.0,180000000.0,Petrol,10.0
Mini,Countryman,2020.0,2500.0,Green,1499.0,Automatic,5.0,450000000.0,Petrol,5.0
