Merk,Model,Tahun Produksi,Jarak Tempuh,Warna,Engine CC,Transmission,Seat Capacity,Harga,Fuel Type,Umur Mobil
Chevrolet,Trax,2018.0,67500.0,Red,1364.0,Automatic,5.0,142000000.0,Petrol,7.0
Nissan,X,2009.0,132500.0,Red,1997.0,Automatic,7.0,89000000.0,Petrol,16.0
Rolls,Royce,2022.0,2500.0,Black,6749.0,Automatic,5.0,13500000000.0,Petrol,3.0
Lamborghini,Aventador,2013.0,17500.0,Orange,6498.0,Automatic,4.0,5499000000.0,Petrol,12.0
Mini,Countryman,2021.0,17500.0,Silver,1998.0,Automatic,5.0,675000000.0,Petrol,4.0
Bmw,X5,2017.0,27500.0,White,2979.0,Automatic,5.0,462000000.0,Petrol,8.0
Toyota,Kijang,2023.0,7500.0,Black,1998.0,Automatic,8.0,460000000.0,Petrol,2.0
Toyota,Alphard,2018.0,47500.0,Black,2494.0,Automatic,7.0,699000000.0,Petrol,7.0
Mercedes,Benz,2019.0,42500.0,Black,1595.0,Automatic,5.0,399000000.0,Petrol,6.0
Mercedes,Benz,2019.0,42500.0,White,1595.0,Automatic,5.0,399000000.0,Petrol,6.0
Subaru,Wrx,2013.0,37500.0,Black,2457.0,Automatic,5.0,395000000.0,Petrol,12.0
Bmw,640I,2012.0,7500.0,Silver,2979.0,Automatic,4.0,700000000.0,Petrol,13.0
Toyota,Kijang,2022.0,37500.0,Black,1998.0,Automatic,7.0,349000000.0,Petrol,3.0
Toyota,Land,2017.0,32500.0,Black,4461.0,Automatic,7.0,1799000000.0,Diesel,8.0
Lexus,Lm,2024.0,2500.0,Grey,2487.0,Automatic,7.0,2050000000.0,Hybrid,1.0
Toyota,Alphard,2021.0,47500.0,White,2494.0,Automatic,7.0,750000000.0,Petrol,4.0
Ford,Ranger,2023.0,17500.0,Silver,1996.0,Automatic,5.0,575000000.0,Diesel,2.0
Mercedes,Benz,2021.0,7500.0,Black,2999.0,Automatic,7.0,1120000000.0,Petrol,4.0
Toyota,Land,2019.0,27500.0,Black,4461.0,Automatic,8.0,1770000000.0,Diesel,6.0
Mercedes,Benz,1994.0,102500.0,Black,2960.0,Automatic,5.0,1100000000.0,Petrol,31.0
Mercedes,Benz,2019.0,7500.0,Blue,1991.0,Automatic,5.0,690000000.0,Petrol,6.0
Toyota,Alphard,2018.0,77500.0,Black,2494.0,Automatic,7.0,578000000.0,Petrol,7.0
Toyota,Camry,2022.0,27500.0,Black,2487.0,Automatic,5.0,535000000.0,Hybrid,3.0
Toyota,Raize,2023.0,12500.0,Silver,998.0,Automatic,5.0,215000000.0,Petrol,2.0
Honda,Brio,2024.0,12500.0,Yellow,1199.0,Automatic,5.0,169000000.0,Petrol,1.0
Subaru,Brz,2023.0,12500.0,Grey,2387.0,Automatic,4.0,665000000.0,Petrol,2.0
Honda,Brio,2021.0,32500.0,Grey,1199.0,Automatic,5.0,145000000.0,Petrol,4.0
Volkswagen,Golf,2011.0,167500.0,White,1984.0,Automatic,5.0,220000000.0,Petrol,14.0
Porsche,Cayman,2014.0,12500.0,White,2706.0,Automatic,2.0,1025000000.0,Petrol,11.0
Hyundai,Creta,2022.0,57500.0,White,1497.0,Automatic,5.0,250000000.0,Petrol,3.0
Honda,Jazz,2008.0,117500.0,White,1497.0,Automatic,5.0,75000000.0,Petrol,17.0
Dfsk,Glory,2019.0,27500.0,White,1498.0,Automatic,7.0,107000000.0,Petrol,6.0
Nissan,Grand,2012.0,127500.0,Silver,1498.0,Automatic,7.0,75000000.0,Petrol,13.0
Honda,Cr,2019.0,72500.0,Grey,1498.0,Automatic,5.0,345000000.0,Petrol,6.0
Toyota,Vellfire,2018.0,67500.0,Black,2494.0,Automatic,7.0,755000000.0,Petrol,7.0
Lexus,Rx,2013.0,82500.0,White,3456.0,Automatic,5.0,305000000.0,Petrol,12.0
Toyota,Voxy,2018.0,82500.0,Black,1986.0,Automatic,7.0,290000000.0,Petrol,7.0
Toyota,Vellfire,2017.0,92500.0,Black,2494.0,Automatic,7.0,635000000.0,Petrol,8.0
Mercedes,Benz,2020.0,17500.0,Black,1991.0,Automatic,7.0,725000000.0,Petrol,5.0
Bmw,740Li,2011.0,22500.0,Black,2979.0,Automatic,5.0,280000000.0,Petrol,14.0
Mercedes,Benz,2013.0,62500.0,Black,5461.0,Automatic,4.0,925000000.0,Petrol,12.0
Mazda,Cx,2021.0,27500.0,Blue,1496.0,Automatic,5.0,295000000.0,Petrol,4.0
Toyota,Kijang,2023.0,22500.0,White,1998.0,Automatic,7.0,465000000.0,Hybrid,2.0
Toyota,Alphard,2018.0,62500.0,Brown,2494.0,Automatic,7.0,650000000.0,Petrol,7.0
Gwm,Tank,2024.0,2500.0,Orange,2000.0,Automatic,5.0,710000000.0,Hybrid,1.0
Hyundai,Palisade,2022.0,87500.0,White,2199.0,Automatic,7.0,680000000.0,Diesel,3.0
Bmw,X5,2015.0,47500.0,Black,1995.0,Automatic,5.0,400000000.0,Diesel,10.0
Mercedes,Benz,2019.0,7500.0,White,1991.0,Automatic,5.0,730000000.0,Petrol,6.0
Mercedes,Benz,2009.0,22500.0,Grey,1796.0,Automatic,2.0,395000000.0,Petrol,16.0
Lexus,Rx,2023.0,2500.0,White,2500.0,Automatic,5.0,1390000000.0,Hybrid,2.0
Mercedes,Benz,2019.0,27500.0,Black,1991.0,Automatic,5.0,575000000.0,Petrol,6.0
Ford,Escape,2004.0,212500.0,Silver,2261.0,Automatic,5.0,105000000.0,Petrol,21.0
Mercedes,Benz,2009.0,42500.0,Black,5461.0,Automatic,5.0,725000000.0,Petrol,16.0
Hyundai,Palisade,2022.0,52500.0,White,2199.0,Automatic,7.0,745000000.0,Diesel,3.0
Mercedes,Benz,2013.0,72500.0,Black,5461.0,Automatic,5.0,3100000000.0,Petrol,12.0
Toyota,Etios,2015.0,102500.0,Red,1197.0,Manual,5.0,98000000.0,Petrol,10.0
Bmw,M4,2015.0,37500.0,Grey,2993.0,Automatic,4.0,1199000000.0,Petrol,10.0
Mitsubishi,Xpander,2023.0,12500.0,Grey,1499.0,Automatic,7.0,279000000.0,Petrol,2.0
Hyundai,Stargazer,2023.0,2500.0,Grey,1497.0,Automatic,7.0,230000000.0,Petrol,2.0
Suzuki,Grand,2024.0,12500.0,Black,1462.0,Automatic,5.0,301000000.0,Hybrid,1.0
Hyundai,H,2018.0,42500.0,Silver,2359.0,Automatic,9.0,263000000.0,Petrol,7.0
Suzuki,Baleno,2023.0,42500.0,Blue,1462.0,Automatic,5.0,207000000.0,Petrol,2.0
Mazda,Cx,2017.0,52500.0,Grey,1998.0,Automatic,5.0,239000000.0,Petrol,8.0
Daihatsu,Sirion,2018.0,47500.0,Silver,1329.0,Automatic,5.0,145000000.0,Petrol,7.0
Suzuki,Carry,2021.0,2500.0,Black,1500.0,Manual,3.0,105000000.0,Petrol,4.0
Toyota,Camry,2022.0,17500.0,Black,2487.0,Automatic,5.0,545000000.0,Hybrid,3.0
Mazda,Cx,2012.0,132500.0,Black,3726.0,Automatic,7.0,179000000.0,Petrol,13.0
Bmw,X1,2021.0,7500.0,Black,1499.0,Automatic,5.0,510000000.0,Petrol,4.0
Mercedes,Benz,2021.0,27500.0,White,2999.0,Automatic,7.0,1050000000.0,Petrol,4.0
Land,Rover,2013.0,37500.0,Black,5000.0,Automatic,5.0,1325000000.0,Petrol,12.0
Mercedes,Benz,2018.0,27500.0,White,1991.0,Automatic,5.0,475000000.0,Petrol,7.0
Toyota,Alphard,2022.0,27500.0,Black,2494.0,Automatic,7.0,910000000.0,Petrol,3.0
Bmw,320I,2022.0,17500.0,White,1995.0,Automatic,5.0,595000000.0,Petrol,3.0
Mercedes,Benz,2022.0,7500.0,Black,2999.0,Automatic,7.0,1225000000.0,Petrol,3.0
Toyota,Voxy,2018.0,62500.0,Black,1986.0,Automatic,7.0,254000000.0,Petrol,7.0
Honda,Jazz,2019.0,92500.0,Red,1497.0,Automatic,5.0,229000000.0,Petrol,6.0
Audi,Q5,2012.0,92500.0,Silver,1984.0,Automatic,5.0,175000000.0,Petrol,13.0
Mazda,Cx,2018.0,27500.0,White,2488.0,Automatic,7.0,399000000.0,Petrol,7.0
Volkswagen,Golf,2013.0,57500.0,White,1395.0,Automatic,5.0,265000000.0,Petrol,12.0
Bmw,X1,2022.0,77500.0,White,1499.0,Automatic,5.0,440000000.0,Petrol,3.0
Mitsubishi,Pajero,2023.0,32500.0,Black,2442.0,Automatic,7.0,574000000.0,Diesel,2.0
Hyundai,H,2012.0,107500.0,Silver,2359.0,Automatic,7.0,120000000.0,Petrol,13.0
Toyota,Kijang,2024.0,12500.0,White,1987.0,Automatic,8.0,475000000.0,Petrol,1.0
Dfsk,Glory,2021.0,42500.0,White,1498.0,Automatic,7.0,155000000.0,Petrol,4.0
Mg,5,2024.0,7500.0,Red,1498.0,Automatic,5.0,280000000.0,Petrol,1.0
Mercedes,Benz,2019.0,42500.0,White,1332.0,Automatic,5.0,571000000.0,Petrol,6.0
Hyundai,Creta,2022.0,52500.0,White,1497.0,Automatic,5.0,265000000.0,Petrol,3.0
Subaru,Exiga,2009.0,117500.0,Purple,1994.0,Automatic,7.0,262000000.0,Petrol,16.0
Mercedes,Benz,2010.0,67500.0,Black,1796.0,Automatic,5.0,233000000.0,Petrol,15.0
Honda,Accord,2019.0,147500.0,White,2356.0,Automatic,5.0,375000000.0,Petrol,6.0
Hyundai,Stargazer,2023.0,22500.0,White,1497.0,Automatic,7.0,248000000.0,Petrol,2.0
Mitsubishi,Pajero,2021.0,62500.0,White,2442.0,Automatic,7.0,520000000.0,Diesel,4.0
Mercedes,Benz,2023.0,7500.0,Black,2999.0,Automatic,5.0,2300000000.0,Petrol,2.0
Bmw,X1,2022.0,32500.0,Black,1499.0,Automatic,5.0,473000000.0,Petrol,3.0
Toyota,Kijang,2023.0,27500.0,Silver,1998.0,Automatic,7.0,485000000.0,Petrol,2.0
Lexus,Rx,2016.0,72500.0,White,1998.0,Automatic,5.0,499000000.0,Petrol,9.0
Bmw,X1,2017.0,12500.0,Brown,1499.0,Automatic,5.0,310000000.0,Petrol,8.0
Toyota,Voxy,2018.0,42000.0,Black,1986.0,Automatic,7.0,310000000.0,Petrol,7.0
Suzuki,Xl7,2021.0,67500.0,White,1500.0,Automatic,7.0,215000000.0,Petrol,4.0
Peugeot,3008,2022.0,52500.0,White,1598.0,Automatic,5.0,325000000.0,Petrol,3.0
Isuzu,Trooper,1999.0,217500.0,Green,3059.0,Manual,7.0,330000000.0,Diesel,26.0
Jaguar,Xf,2009.0,42500.0,Black,2967.0,Automatic,5.0,220000000.0,Petrol,16.0
Volvo,S80,2007.0,102500.0,Black,3200.0,Automatic,5.0,155000000.0,Petrol,18.0
Lexus,Gs,2007.0,102500.0,Silver,2995.0,Automatic,5.0,185000000.0,Petrol,18.0
Lexus,Rx,2011.0,47500.0,Black,2671.0,Automatic,5.0,239000000.0,Petrol,14.0
Lexus,Nx,2018.0,52500.0,Black,1998.0,Automatic,5.0,489000000.0,Petrol,7.0
Mercedes,Benz,2006.0,22500.0,Black,3498.0,Automatic,5.0,225000000.0,Petrol,19.0
Mercedes,Benz,2015.0,57500.0,White,1991.0,Automatic,5.0,345000000.0,Petrol,10.0
Mercedes,Benz,2015.0,47500.0,Black,1991.0,Automatic,5.0,325000000.0,Petrol,10.0
Mercedes,Benz,2013.0,62500.0,Black,1796.0,Automatic,5.0,240000000.0,Petrol,12.0
Bmw,X5,2017.0,62500.0,Black,2979.0,Automatic,5.0,475000000.0,Petrol,8.0
Bmw,730Li,2014.0,32500.0,Black,2996.0,Automatic,5.0,345000000.0,Petrol,11.0
Honda,Cr,2018.0,67500.0,White,1498.0,Automatic,5.0,285000000.0,Petrol,7.0
Honda,Accord,2013.0,112500.0,White,2356.0,Automatic,5.0,169000000.0,Petrol,12.0
Honda,Cr,2012.0,162500.0,Silver,2354.0,Automatic,5.0,149000000.0,Petrol,13.0
Hyundai,Staria,2022.0,27500.0,Black,2199.0,Automatic,9.0,575000000.0,Diesel,3.0
Toyota,Nav1,2013.0,127500.0,Black,1987.0,Automatic,7.0,139000000.0,Petrol,12.0
Toyota,Raize,2023.0,7500.0,Red,998.0,Automatic,5.0,215000000.0,Petrol,2.0
Daihatsu,Gran,2022.0,17500.0,Grey,1298.0,Manual,9.0,159000000.0,Petrol,3.0
Toyota,Alphard,2015.0,97500.0,White,3456.0,Automatic,7.0,699000000.0,Petrol,10.0
Nissan,X,2015.0,97500.0,Grey,2488.0,Automatic,7.0,149000000.0,Petrol,10.0
Nissan,X,2015.0,107500.0,Black,2488.0,Automatic,7.0,149000000.0,Petrol,10.0
Toyota,Kijang,2018.0,87500.0,Black,1998.0,Automatic,8.0,229000000.0,Petrol,7.0
Audi,Q7,2013.0,142500.0,Silver,2995.0,Automatic,7.0,250000000.0,Petrol,12.0
Toyota,Alphard,2021.0,17500.0,Black,2494.0,Automatic,7.0,778000000.0,Petrol,4.0
Mercedes,Benz,1957.0,2500.0,White,1767.0,Manual,5.0,349000000.0,Petrol,68.0
Honda,Cr,2017.0,152500.0,White,1997.0,Automatic,5.0,240000000.0,Petrol,8.0
Mitsubishi,Xpander,2023.0,27500.0,White,1499.0,Automatic,7.0,258000000.0,Petrol,2.0
Toyota,Veloz,2023.0,22500.0,Silver,1496.0,Automatic,7.0,238000000.0,Petrol,2.0
Mitsubishi,Pajero,2023.0,32500.0,Black,2442.0,Automatic,7.0,589000000.0,Diesel,2.0
Suzuki,Grand,2024.0,2500.0,White,1462.0,Automatic,5.0,310000000.0,Hybrid,1.0
Toyota,Kijang,2023.0,32500.0,Silver,1998.0,Automatic,7.0,520000000.0,Petrol,2.0
Nissan,Elgrand,2011.0,87500.0,Black,3498.0,Automatic,7.0,210000000.0,Petrol,14.0
Honda,City,2022.0,17500.0,Red,1498.0,Automatic,5.0,250000000.0,Petrol,3.0
Toyota,Yaris,2023.0,32500.0,Black,1496.0,Automatic,5.0,305000000.0,Petrol,2.0
Mercedes,Benz,2017.0,22500.0,Black,2996.0,Automatic,5.0,835000000.0,Petrol,8.0
Mercedes,Benz,2011.0,12500.0,Black,1796.0,Automatic,5.0,425000000.0,Petrol,14.0
Nissan,X,2009.0,142500.0,Silver,1997.0,Automatic,7.0,89000000.0,Petrol,16.0
Toyota,Raize,2021.0,52500.0,Yellow,998.0,Automatic,5.0,185000000.0,Petrol,4.0
Bmw,530I,2018.0,30000.0,Black,1998.0,Automatic,5.0,575000000.0,Petrol,7.0
Toyota,86,2016.0,12500.0,Grey,1998.0,Automatic,4.0,449000000.0,Petrol,9.0
Toyota,Alphard,2014.0,47500.0,Black,2362.0,Automatic,7.0,387000000.0,Petrol,11.0
Toyota,Alphard,2022.0,32500.0,White,2494.0,Automatic,7.0,975000000.0,Petrol,3.0
Toyota,Vellfire,2016.0,82500.0,Black,2494.0,Automatic,7.0,540000000.0,Petrol,9.0
Toyota,Alphard,2015.0,47500.0,White,2494.0,Automatic,7.0,475000000.0,Petrol,10.0
Land,Rover,2013.0,17500.0,Black,2995.0,Automatic,5.0,1050000000.0,Petrol,12.0
Lexus,Rx,2018.0,27500.0,Black,1998.0,Automatic,5.0,730000000.0,Petrol,7.0
Toyota,Land,2017.0,27500.0,Black,4461.0,Automatic,7.0,1650000000.0,Diesel,8.0
Mercedes,Benz,2013.0,7500.0,White,1991.0,Automatic,5.0,625000000.0,Petrol,12.0
Toyota,Alphard,2023.0,12500.0,White,2494.0,Automatic,7.0,970000000.0,Petrol,2.0
Honda,Br,2023.0,12500.0,White,1498.0,Automatic,7.0,245000000.0,Petrol,2.0
Honda,City,2022.0,32500.0,White,1498.0,Automatic,5.0,229000000.0,Petrol,3.0
Mercedes,Benz,2015.0,87500.0,Black,1595.0,Automatic,5.0,260000000.0,Petrol,10.0
Land,Rover,2021.0,7500.0,Grey,1997.0,Automatic,5.0,2980000000.0,Petrol,4.0
Land,Rover,2018.0,50000.0,Black,2995.0,Automatic,5.0,2250000000.0,Petrol,7.0
Toyota,Land,2012.0,62500.0,Black,4461.0,Automatic,8.0,1100000000.0,Diesel,13.0
Porsche,Panamera,2018.0,7100.0,White,2894.0,Automatic,4.0,2500000000.0,Petrol,7.0
Bmw,730Li,2019.0,7500.0,Black,1998.0,Automatic,5.0,1050000000.0,Petrol,6.0
Land,Rover,2019.0,27500.0,White,1997.0,Automatic,5.0,870000000.0,Petrol,6.0
Land,Rover,2014.0,37500.0,White,2995.0,Automatic,5.0,1088000000.0,Petrol,11.0
Bmw,X7,2022.0,27500.0,Black,2998.0,Automatic,7.0,1250000000.0,Petrol,3.0
Toyota,Fortuner,2024.0,2500.0,Black,2755.0,Automatic,7.0,675000000.0,Diesel,1.0
Toyota,Veloz,2023.0,22500.0,White,1496.0,Automatic,7.0,235000000.0,Petrol,2.0
Toyota,Fortuner,2022.0,12500.0,Black,2755.0,Automatic,7.0,525000000.0,Diesel,3.0
Honda,Wr,2023.0,22500.0,White,1498.0,Automatic,5.0,245000000.0,Petrol,2.0
Honda,Wr,2023.0,22500.0,Maroon,1498.0,Automatic,5.0,250000000.0,Petrol,2.0
Toyota,Raize,2023.0,27500.0,Black,998.0,Automatic,5.0,188000000.0,Petrol,2.0
Ford,Bronco,2022.0,2500.0,Orange,2694.0,Automatic,5.0,2650000000.0,Petrol,3.0
Honda,Hr,2015.0,82500.0,White,1497.0,Automatic,5.0,182000000.0,Petrol,10.0
Chevrolet,Captiva,2017.0,107500.0,Brown,1998.0,Automatic,7.0,199000000.0,Diesel,8.0
Toyota,Raize,2025.0,2500.0,Yellow,998.0,Automatic,5.0,243000000.0,Petrol,0.0
Honda,Hr,2022.0,12500.0,Silver,1498.0,Automatic,5.0,384000000.0,Petrol,3.0
Toyota,Raize,2024.0,2500.0,Silver,1198.0,Automatic,5.0,205000000.0,Petrol,1.0
Hyundai,Creta,2022.0,32500.0,Silver,1497.0,Automatic,5.0,227000000.0,Petrol,3.0
Hyundai,Creta,2023.0,7500.0,White,1497.0,Automatic,5.0,257000000.0,Petrol,2.0
Hyundai,Creta,2023.0,12500.0,Grey,1497.0,Automatic,5.0,294000000.0,Petrol,2.0
Land,Rover,2020.0,12500.0,Grey,1997.0,Automatic,5.0,925000000.0,Petrol,5.0
Hyundai,Stargazer,2024.0,2500.0,White,1497.0,Automatic,7.0,216000000.0,Petrol,1.0
Toyota,Fortuner,2018.0,37500.0,Grey,2393.0,Automatic,7.0,369000000.0,Diesel,7.0
Daihatsu,Xenia,2022.0,37500.0,Green,1329.0,Automatic,7.0,179000000.0,Petrol,3.0
Bmw,X5,2020.0,42500.0,Black,2998.0,Automatic,5.0,785000000.0,Petrol,5.0
Wuling,Almaz,2021.0,52500.0,White,1451.0,Automatic,7.0,200000000.0,Petrol,4.0
Mg,Zs,2020.0,32500.0,Black,1498.0,Automatic,5.0,178000000.0,Petrol,5.0
Toyota,Vellfire,2021.0,37500.0,White,2494.0,Automatic,7.0,825000000.0,Petrol,4.0
Land,Rover,2023.0,7500.0,Black,2995.0,Automatic,5.0,2575000000.0,Petrol,2.0
Toyota,Vios,2007.0,142500.0,Black,1497.0,Manual,5.0,59000000.0,Petrol,18.0
Honda,Freed,2014.0,67500.0,Grey,1497.0,Automatic,7.0,153000000.0,Petrol,11.0
Bmw,330I,2023.0,22500.0,Black,1998.0,Automatic,5.0,745000000.0,Petrol,2.0
Honda,Cr,2001.0,2500.0,Black,1997.0,Automatic,5.0,66000000.0,Petrol,24.0
Toyota,Raize,2024.0,2500.0,White,998.0,Automatic,5.0,237000000.0,Petrol,1.0
Mazda,Cx,2022.0,17500.0,Grey,2488.0,Automatic,5.0,465000000.0,Petrol,3.0
Jeep,Grand,2015.0,92500.0,White,2985.0,Automatic,5.0,350000000.0,Petrol,10.0
Suzuki,Baleno,2022.0,42500.0,Brown,1462.0,Automatic,5.0,198000000.0,Petrol,3.0
Toyota,Veloz,2023.0,37500.0,Silver,1496.0,Automatic,7.0,239000000.0,Petrol,2.0
Hyundai,Creta,2022.0,37500.0,Red,1497.0,Automatic,5.0,273000000.0,Petrol,3.0
Honda,City,2015.0,92500.0,Black,1497.0,Automatic,5.0,139000000.0,Petrol,10.0
Maserati,Quattroporte,2018.0,22500.0,Blue,2979.0,Automatic,5.0,1150000000.0,Petrol,7.0
Jeep,Wrangler,2021.0,7500.0,Black,1995.0,Automatic,4.0,1425000000.0,Petrol,4.0
Porsche,718,2020.0,7500.0,Red,1988.0,Automatic,2.0,1850000000.0,Petrol,5.0
Toyota,Fortuner,2020.0,72500.0,Black,2393.0,Automatic,7.0,420000000.0,Diesel,5.0
Toyota,Veloz,2022.0,72500.0,Silver,1496.0,Automatic,7.0,200000000.0,Petrol,3.0
Mercedes,Benz,2022.0,12500.0,Black,1991.0,Automatic,7.0,820000000.0,Petrol,3.0
Toyota,Alphard,2019.0,22500.0,Black,2494.0,Automatic,7.0,670000000.0,Petrol,6.0
Toyota,Raize,2023.0,17500.0,Red,998.0,Automatic,5.0,218000000.0,Petrol,2.0
Mitsubishi,Xpander,2021.0,27500.0,White,1499.0,Automatic,7.0,246000000.0,Petrol,4.0
Bmw,X3,2022.0,22500.0,Black,1998.0,Automatic,5.0,768000000.0,Petrol,3.0
Mitsubishi,Pajero,2018.0,117500.0,White,2442.0,Automatic,7.0,355000000.0,Diesel,7.0
Toyota,Kijang,2021.0,52500.0,White,1998.0,Automatic,7.0,285000000.0,Petrol,4.0
Nissan,Serena,2019.0,52500.0,White,1997.0,Automatic,7.0,245000000.0,Petrol,6.0
Volkswagen,Tiguan,2021.0,22500.0,White,1395.0,Automatic,5.0,399000000.0,Petrol,4.0
Suzuki,Carry,2023.0,17500.0,Black,1500.0,Manual,3.0,130000000.0,Petrol,2.0
Mercedes,Benz,2019.0,22500.0,Black,1991.0,Automatic,5.0,680000000.0,Petrol,6.0
Mitsubishi,Eclipse,2020.0,42500.0,White,1499.0,Automatic,5.0,266000000.0,Petrol,5.0
Wuling,Almaz,2021.0,22500.0,White,1451.0,Automatic,5.0,179000000.0,Petrol,4.0
Mazda,Cx,2019.0,22500.0,Black,2488.0,Automatic,7.0,371000000.0,Petrol,6.0
Hyundai,Stargazer,2023.0,17500.0,Grey,1497.0,Automatic,7.0,231000000.0,Petrol,2.0
Mercedes,Benz,2019.0,47500.0,White,1497.0,Automatic,5.0,420000000.0,Petrol,6.0
Mini,Cooper,2023.0,2500.0,Green,1998.0,Automatic,4.0,895000000.0,Petrol,2.0
Mercedes,Benz,2017.0,27500.0,White,5461.0,Automatic,5.0,3300000000.0,Petrol,8.0
Jeep,Wrangler,2022.0,12500.0,Black,2000.0,Automatic,5.0,1780000000.0,Petrol,3.0
Bmw,X5,2016.0,12500.0,Black,2979.0,Automatic,5.0,450000000.0,Petrol,9.0
Land,Rover,2023.0,2500.0,Black,2995.0,Automatic,5.0,2775000000.0,Petrol,2.0
Toyota,Alphard,2022.0,7500.0,Black,2494.0,Automatic,7.0,880000000.0,Petrol,3.0
Toyota,Vellfire,2021.0,42500.0,White,2494.0,Automatic,7.0,845000000.0,Petrol,4.0
Mercedes,Benz,2019.0,22500.0,Black,1497.0,Automatic,5.0,425000000.0,Petrol,6.0
Daihatsu,Rocky,2021.0,27500.0,Red,998.0,Automatic,5.0,179000000.0,Petrol,4.0
Hyundai,Stargazer,2022.0,42500.0,Grey,1497.0,Automatic,7.0,205000000.0,Petrol,3.0
Toyota,Raize,2023.0,42500.0,Blue,998.0,Automatic,5.0,209000000.0,Petrol,2.0
Hyundai,H,2018.0,62500.0,Grey,2359.0,Automatic,9.0,290000000.0,Petrol,7.0
Toyota,Avanza,2023.0,2500.0,White,1496.0,Automatic,7.0,219000000.0,Petrol,2.0
Honda,Hr,2022.0,27500.0,Black,1498.0,Automatic,5.0,326000000.0,Petrol,3.0
Honda,Wr,2023.0,22500.0,Grey,1498.0,Automatic,5.0,246000000.0,Petrol,2.0
Mercedes,Benz,2018.0,12500.0,White,1991.0,Automatic,4.0,910000000.0,Petrol,7.0
Lexus,Rx,2020.0,37500.0,Grey,1998.0,Automatic,5.0,775000000.0,Petrol,5.0
Toyota,Raize,2023.0,12500.0,Red,998.0,Automatic,5.0,215000000.0,Petrol,2.0
Mercedes,Benz,2016.0,52500.0,White,1596.0,Automatic,5.0,385000000.0,Petrol,9.0
Mazda,Cx,2022.0,22500.0,Grey,1496.0,Automatic,5.0,275000000.0,Petrol,3.0
Toyota,Kijang,2022.0,32500.0,Black,2393.0,Automatic,8.0,455000000.0,Petrol,3.0
Mg,Vs,2024.0,12500.0,White,1498.0,Automatic,5.0,290000000.0,Petrol,1.0
Honda,Hr,2017.0,107500.0,Black,1497.0,Automatic,5.0,179000000.0,Petrol,8.0
Toyota,Harrier,2014.0,77500.0,White,1986.0,Automatic,5.0,290000000.0,Petrol,11.0
Mercedes,Benz,2015.0,52500.0,Black,1991.0,Automatic,5.0,350000000.0,Petrol,10.0
Honda,City,2021.0,62500.0,White,1498.0,Automatic,5.0,203000000.0,Petrol,4.0
Mercedes,Benz,2018.0,62500.0,White,1991.0,Automatic,4.0,455000000.0,Petrol,7.0
Bmw,X5,2017.0,52500.0,White,2979.0,Automatic,5.0,430000000.0,Petrol,8.0
Honda,Jazz,2013.0,92500.0,Red,1497.0,Automatic,5.0,142000000.0,Petrol,12.0
Honda,Brio,2023.0,22500.0,White,1199.0,Automatic,5.0,185000000.0,Petrol,2.0
Honda,Brio,2017.0,92500.0,Orange,1199.0,Automatic,5.0,125000000.0,Petrol,8.0
Honda,Hr,2017.0,42500.0,Grey,1799.0,Automatic,5.0,225000000.0,Petrol,8.0
Toyota,Corolla,2012.0,162500.0,Silver,1798.0,Automatic,5.0,113000000.0,Petrol,13.0
Nissan,Livina,2021.0,47500.0,Black,1499.0,Automatic,7.0,199000000.0,Petrol,4.0
Toyota,Fortuner,2025.0,2500.0,Black,2755.0,Automatic,7.0,599000000.0,Diesel,0.0
Toyota,Veloz,2022.0,22500.0,Black,1496.0,Automatic,7.0,230000000.0,Petrol,3.0
Toyota,Alphard,2022.0,17500.0,White,2494.0,Automatic,7.0,1050000000.0,Petrol,3.0
Honda,Mobilio,2018.0,82500.0,Black,1496.0,Automatic,7.0,145000000.0,Petrol,7.0
Honda,Jazz,2009.0,172500.0,Black,1497.0,Automatic,5.0,113000000.0,Petrol,16.0
Lexus,Rx,2017.0,2500.0,Black,1998.0,Automatic,5.0,735000000.0,Petrol,8.0
Bmw,520I,2024.0,2500.0,White,1998.0,Automatic,5.0,1175000000.0,Petrol,1.0
Bmw,X3,2023.0,2500.0,White,1998.0,Automatic,5.0,945000000.0,Petrol,2.0
Mitsubishi,Xpander,2022.0,37500.0,Black,1499.0,Automatic,7.0,228000000.0,Petrol,3.0
Toyota,Voxy,2020.0,77500.0,Black,1986.0,Automatic,7.0,359000000.0,Petrol,5.0
Mazda,Cx,2017.0,72500.0,Black,2488.0,Automatic,5.0,260000000.0,Petrol,8.0
Mazda,Cx,2019.0,37500.0,Red,2488.0,Automatic,5.0,370000000.0,Petrol,6.0
Mazda,Biante,2014.0,92500.0,Black,1997.0,Automatic,7.0,150000000.0,Petrol,11.0
Mitsubishi,Xpander,2018.0,77500.0,Black,1499.0,Automatic,7.0,175000000.0,Petrol,7.0
Mitsubishi,Xpander,2020.0,17500.0,Black,1499.0,Automatic,7.0,228000000.0,Petrol,5.0
Toyota,Alphard,2021.0,62500.0,Black,2494.0,Automatic,7.0,820000000.0,Petrol,4.0
Suzuki,Grand,2023.0,22500.0,Silver,1462.0,Automatic,5.0,281000000.0,Hybrid,2.0
Mercedes,Benz,2011.0,12500.0,White,1796.0,Automatic,4.0,570000000.0,Petrol,14.0
Mercedes,Benz,2021.0,2500.0,Black,2999.0,Automatic,5.0,2095000000.0,Petrol,4.0
