URL,Merk,Model,Harga,Tahun Produksi,Jarak Tempuh,Warna,ABS/EBD,Aspiration,Assembled,Auto parking,Aux,Bluetooth,Boot Space (litres),CD,CO2 Emission,Cruise control,Curtain Airbags,Direct Injection,Doors,Engine CC,Engine start,Front Airbags,Front Brakes,Front Rim (inches),Front Suspension,Front Thread,Front Tyre,Fuel Consumption (L/100km),Fuel Tank (litres),Fuel Type,Gear Type,Height (mm),Immobilizer,Kerb Weight (kg),Length (mm),Number of Gears,Other,Parking sensor,Peak Power (hp),Peak Torque (Nm),Radio,Rear Brakes,Rear Rim (inches),Rear Suspension,Rear Thread,Rear Tyre,Seat Capacity,Seat belts,Side Airbags,Stability control,Steering Turn,Steering Type,Top Speed (km/h),Transmission,USB,Wheel Base (mm),Width (mm),Error
https://www.carmudi.co.id/en/for-sale/toyota-harrier-dki-jakarta-pademangan/13284698,Toyota,Harrier,398000000,2014,67500,White,ABS,Naturally Aspirated,,,,,,,,,,Direct FI: Multi Point,5,1986,,,Ventilated Discs,17,independent type mcpherson,1570,,6.3,60,Petrol,CVT,1690,Engine Immobiliser,1560,4720,,,,151,193,,Discs,18,double wishbone,1570,,5,,,,11.2,rack and pinion power steering,,Automatic,,2660,1835,
https://www.carmudi.co.id/en/for-sale/honda-hr-v-s-dki-jakarta-bintaro/17399502,Honda,Hr V S,178000000,2018,82500,Grey,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,,,,Fuel Injection,5,1497,,Airbag - Passenger,Ventilated Discs,17,MacPherson Strut,1535,215/55 R17,,,Petrol,CVT with Earth Dreams Technology,1580,Engine Immobiliser,,4294,,,,120,145,Radio - Analogue,Discs,17,H-Shape Torsion Beam,1540,215/55 R17,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,,,Automatic,Audio - Aux Input USB Socket,2610,1772,
https://www.carmudi.co.id/en/for-sale/ferrari-california-30-dki-jakarta-sunter/17398420,Ferrari,California 30,2600000000,2013,2500,Yellow,,Naturally Aspirated,,,,,340,,299,,,Direct FI,2,4297,,,,,Double Wishbone,1630,245/40 ZR19,13.1,78,Petrol,,1322,,1735,4562,,,,483,505,,,,Multilink,1605,285/35 ZR20,4,,,,,,312,Automatic,,2670,1909,
https://www.carmudi.co.id/en/for-sale/bmw-x3-xdrive20i-xline-dki-jakarta-sunter/17398271,Bmw,X3 Xdrive20I Xline,245000000,2015,47500,Black,ABS,Turbocharged,Official Import,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,,175,Cruise Control,Airbags - Head for 1st Row,Direct FI,5,1997,Starter Button,,Ventilated Discs,18,M Sport Suspension,1616,225/60 R18,8.6,,Petrol,8-Automatic,1678,Engine Immobiliser,,4657,8,,Park Distance Control - Rear,184,270,Radio - Analogue,Ventilated Discs,18,M Sport Suspension,1632,225/60 R18,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,Servotronic,210,Automatic,Audio - Aux Input USB Socket,2810,1881,
https://www.carmudi.co.id/en/for-sale/mazda-cx-5-gt-dki-jakarta-sunter/17398250,Mazda,Cx 5 Gt,275000000,2017,27500,Red,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,442,CD Player,,,,Direct Injection,5,2488,Starter Button,Airbag - Passenger,Ventilated Discs,19,MacPherson Strut/Multi-Link,1595,225/55R19,,56,Petrol,6-speed automatic,1680,Engine Immobiliser,1548,4550,6,,,190,251,Radio - Analogue,Solid disk,19,MacPherson Strut/Multi-Link,1595,225/55R19,5,,,Electronic Stability Control,5.6,Rack and Pinion,,Automatic,,2700,1840,
https://www.carmudi.co.id/en/for-sale/bmw-730li-dki-jakarta-sunter/17398110,Bmw,730Li,550000000,2017,7500,Black,ABS,Turbocharged,Locally Built,,,Bluetooth,515,CD Player,143,Cruise Control,,Direct FI,4,1998,Starter Button,,Ventilated Discs,18,"independent, pneumatic",1618,245/50 R18,6.2,78,Petrol,automatic,1479,Engine Immobiliser,1755,5098,8,,Park Distance Control - Rear,258,400,Radio - Analogue,Ventilated Discs,18,"independent, pneumatic",1646,245/50 R18,5,,Airbags - Side for 1st Row,Electronic Stability Control,12.7,Electric Steering,250,Automatic,Audio - Aux Input USB Socket,3070,1902,
https://www.carmudi.co.id/en/for-sale/mazda-cx-9-2wd-dki-jakarta-bintaro/17397683,Mazda,Cx 9 2Wd,395000000,2020,37500,Grey,ABS,Turbocharged,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,230,,,,Airbags - Head for 1st Row,,5,2488,Starter Button,,Ventilated Discs,20,MacPherson strut,1663,255/50R20,,72,Petrol,Automatic,1747,Engine Immobiliser,1927,5075,6,,Park Distance Control - Rear,228,420,Radio - Analogue,Discs,20,Multi-link,1663,255/50R20,7,,,Electronic Stability Control,5.9,Rack and pinion,,Automatic,Audio - Aux Input USB Socket,2930,1969,
https://www.carmudi.co.id/en/for-sale/bmw-x3-sdrive20i-xline-dki-jakarta-bintaro/17397647,Bmw,X3 Sdrive20I Xline,825000000,2022,2500,Black,ABS,Turbocharged,Official Import,,,Bluetooth,,,,Cruise Control,Airbags - Head for 1st Row,Direct FI,5,1998,Starter Button,,Ventilated Discs,19,Adaptive suspension,,245/50 R19,,,Petrol,8-speed Steptronic,1676,Engine Immobiliser,,4708,8,,Park Distance Control - Rear,184,300,Radio - Analogue,Ventilated Discs,19,Adaptive suspension,,245/50 R19,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,Variable sport steering,,Automatic,Audio - Aux Input USB Socket,3095,2138,
https://www.carmudi.co.id/en/for-sale/mercedes-benz-e200-avantgarde-dki-jakarta-bintaro/17397584,Mercedes,Benz E200 Avantgarde,865000000,2023,2500,Black,ABS,Turbocharged,,Parking Assistance - Fully Automated,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,158,Cruise Control,Airbags - Head for 1st Row,Direct FI: Multi Point,4,1991,Starter Button,Airbag - Passenger,Ventilated Discs,18,Agility Control,,225/55R18,6.9,66,Petrol,9G-Tronic,1460,Engine Immobiliser,1700,4935,,Audio - Controls on Steering Column,Park Distance Control - Rear,197,320,Radio - Analogue,Ventilated Discs,18,Agility Control,,225/55R18,5,Seatbelt - Pretensioners 1st Row (Front),Airbags - Side for 1st Row,Electronic Stability Control,,Direct-steer,240,Automatic,Audio - Aux Input USB Socket,,2065,
https://www.carmudi.co.id/en/for-sale/porsche-cayman-standard-dki-jakarta-sunter/17397005,Porsche,Cayman Standard,1075000000,2013,7500,White,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,150,CD Player,183,Cruise Control,Airbags - Head for 1st Row,Direct Injection,2,2706,,,Ventilated Discs,18,lightweight spring strut,,235/45 ZR 18,6.5,64,Petrol,7 speed automatic,1294,Engine Immobiliser,1360,4380,7,,Park Distance Control - Rear,275,290,Radio - Analogue,Ventilated Discs,18,lightweight spring strut,,265/45 ZR 18,2,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,11,"Variable steering ratio, power-assisted (electrome",264,Automatic,Audio - Aux Input USB Socket,2475,1801,
https://www.carmudi.co.id/en/for-sale/bmw-z4-sdrive30i-m-sport-dki-jakarta-sunter/17396992,Bmw,Z4 Sdrive30I M Sport,1395000000,2023,2500,Red,,Turbocharged,Official Import,,,,,,,,,Direct FI,2,1998,,,Ventilated Discs,18,Double-joint spring strut,,,,,Petrol,8-speed Sport Steptronic,,,,,8,,,258,400,,Ventilated Discs,18,Five-link,,,2,,,,,,,Automatic,,,,
https://www.carmudi.co.id/en/for-sale/toyota-vellfire-zg-dki-jakarta-bintaro/16993216,Toyota,Vellfire Zg,565000000,2015,37500,White,,Naturally Aspirated,,,,,,,,,,,5,2493,,,,,,,235/50R18 97V,,75,Petrol,CVT,1880,,,4935,,,,182,235,,,,,,235/50R18 97V,7,,,,5.8,,,Automatic,,3000,1850,
https://www.carmudi.co.id/en/for-sale/toyota-kijang-innova-zenix-v-non-premium-color-dki-jakarta-bintaro/17395996,Toyota,Kijang Innova Zenix V Non Premium Color,375000000,2022,47500,Black,,Naturally Aspirated,,,,Bluetooth,,,,,,Direct Injection,5,1998,,Airbag - Passenger,Ventilated discs,R 17,MacPherson Strut,1560,215/60 R17,,52,Petrol,CVT,1795,Engine Immobiliser,,4755,7,,Park Distance Control - Rear,174,205,,Drums,R 17,Torsion Beam,1580,215/60 R17,8,,,,,,,Automatic,,2850,1850,
https://www.carmudi.co.id/en/for-sale/honda-jazz-rs-dki-jakarta-matraman/17395456,Honda,Jazz Rs,219000000,2020,72500,Black,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,,,Cruise Control,,Fuel Injection,5,1497,Starter Button,Airbag - Passenger,Ventilated Discs,16,Macpherson Struts,1476,185/55 R16,,,Petrol,CVT with Earth Dreams Technology,1524,Engine Immobiliser,,4035,,,,120,145,Radio - Analogue,Drums,16,H-Shape Torsion Beam,1466,185/55 R16,5,Seatbelt - Pretensioners 1st Row (Front),,,,Rack and pinion with Electric Power Steering,,Automatic,Audio - Aux Input USB Socket,2530,1694,
https://www.carmudi.co.id/en/for-sale/toyota-fortuner-gr-sport-4x4-dki-jakarta-mangga-dua/17395415,Toyota,Fortuner Gr Sport 4X4,580000000,2022,27500,Black,ABS,Turbocharged,,,,Bluetooth,,,,,Airbags - Head for 1st Row,Fuel injection,5,2755,Starter Button,,Ventilated Discs,18,Double Wishbone with Coil Spring & Stabilizer,1545,265/60,,80,Diesel,6-Speed Automatic with Sport Sequential Switchmati,1835,,,4795,,,,204,499,Radio - Analogue,Ventilated Discs,18,4-Link with Lateral Rod,1555,265/60,7,,,Electronic Stability Control,,,,Automatic,,2745,1855,
https://www.carmudi.co.id/en/for-sale/suzuki-ertiga-gl-dki-jakarta-ciracas/17351037,Suzuki,Ertiga Gl,110000000,2014,52500,Black,ABS,Naturally Aspirated,,,,,,,,,,Multi-Point Fuel Injection,5,1373,,Airbag - Passenger,Ventilated discs,R15,MacPherson Strut with coil spring,1480,185/65 R15,,45,Petrol,5-speed Manual,1685,Engine Immobiliser,1175,4265,5,,,95,130,Radio - Analogue,Drums,R15,Torsion beam with coil spring,1490,185/65 R15,7,,,,5.2,Rack & pinion,,Manual,Audio - Aux Input USB Socket,2740,1695,
https://www.carmudi.co.id/en/for-sale/toyota-kijang-innova-g-dki-jakarta-daan-mogot/17351033,Toyota,Kijang Innova G,305000000,2018,147500,Black,ABS,Turbocharged,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,,,,,Fuel injection,5,2393,,Airbag - Passenger,Ventilated Discs,16,Double wishbone with coil spring and stabilizer,1540,205/65 R16,,,Diesel,6-Speed A/T with Sport Sequential Switchmatic,1795,,,4735,6,,,149,360,,Drums,16,4 Link with coil spring and lateral rod,1540,205/65 R16,8,,,,,,,Automatic,Audio - Aux Input USB Socket,2750,1830,
https://www.carmudi.co.id/en/for-sale/nissan-serena-highway-star-dki-jakarta-cibubur/17022820,Nissan,Serena Highway Star,140000000,2013,155000,Silver,ABS,Naturally Aspirated,,,,Bluetooth,,,,Cruise Control,Airbags - Head for 1st Row,,5,1997,Starter Button,,Ventilated Discs,,Independent MacPherson Strut with Stabilizer,1480,195/60 R16,,60,Petrol,CVT,1865,Engine Immobiliser,,4770,,,Park Distance Control - Rear,147,206,,Discs,,Torsion beam with stabilizer,1485,195/60 R16,7,Seatbelt - Pretensioners 1st Row (Front),,,5.7,,,Automatic,,2860,1735,
https://www.carmudi.co.id/en/for-sale/toyota-kijang-innova-v-dki-jakarta-kebayoran-baru/17279155,Toyota,Kijang Innova V,245000000,2016,57500,Grey,ABS,Naturally Aspirated,,,,Bluetooth,,,,,,,5,1998,,Airbag - Passenger,Ventilated Discs,16,Double wishbone with coil spring and stabilizer,1540,205/65 R16,,,Petrol,6-Speed A/T with Sport Sequential Switchmatic,1795,Engine Immobiliser,,4735,6,,,139,183,,Drums,16,4 Link with coil spring and lateral rod,1540,205/65 R16,8,,,,,,,Automatic,Audio - Aux Input USB Socket,2750,1830,
https://www.carmudi.co.id/en/for-sale/toyota-camry-v-dki-jakarta-lubang-buaya/17344810,Toyota,Camry V,245000000,2018,82500,Black,ABS,Naturally Aspirated,,,,,,,,,,Electronic Fuel Injection (EFI),4,2494,,,Ventilated discs,R 17,Mac pherson struts,1580,215 / 55 R 17,,70,Petrol,6-speed Automatic,1470,,,4850,6,,,181,220,Radio - Analogue,Discs,R 17,Dual link,1570,215 / 55 R 17,5,,Airbags - Side for 1st Row,Electronic Stability Control,,Rack & pinion,,Automatic,,2775,1825,
https://www.carmudi.co.id/en/for-sale/hyundai-creta-style-dki-jakarta-cinere/17291794,Hyundai,Creta Style,235000000,2022,27500,Silver,ABS,Naturally Aspirated,,,,Bluetooth,416,,,Cruise Control,Airbags - Head for 1st Row,Indirect FI: Multi Point,5,1497,Starter Button,,Ventilated Discs,17,MacPherson Strut,1572,215/60R17,,,Petrol,IVT,1630,Engine Immobiliser,,4315,,,,115,144,Radio - Analogue,Discs,17,Coupled Torsion Beam Axle (CTBA),1576,215/60R17,5,,,Electronic Stability Control,,Column - Motor Driven Power Steering (C-MDPS),,Automatic,Audio - Aux Input USB Socket,2610,1790,
https://www.carmudi.co.id/en/for-sale/honda-wr-v-rs-dki-jakarta-menteng/17323368,Honda,Wr V Rs,245000000,2024,7500,Grey,ABS,Naturally Aspirated,,Parking Assistance - Fully Automated,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,,Cruise Control,,Fuel Injection,5,1498,Starter Button,,Ventilated Discs,17,MacPherson Strut,1540,215/55R17,,,Petrol,CVT,1608,Engine Immobiliser,,4060,,,Park Distance Control - Rear,121,145,Radio - Analogue,Drums,17,H-shape torsion beam,1540,215/55R17,5,Seatbelt - Pretensioners 1st Row (Front),Airbags - Side for 1st Row,Electronic Stability Control,,,,Automatic,Audio - Aux Input USB Socket,2485,1780,
https://www.carmudi.co.id/en/for-sale/mitsubishi-pajero-sport-dakar-ultimate-white-pearl-dki-jakarta-kemayoran/17319209,Mitsubishi,Pajero Sport Dakar Ultimate White Pearl,370000000,2017,97500,White,ABS,Turbocharged,,,,Bluetooth,,CD Player,,,,Direct Injection,5,2442,Starter Button,Airbag - Passenger,Ventilated Discs,18,"Double Wishbone type, Coil Spring",,265/60 R 18,,68,Diesel,8-speed Automatic,1805,Engine Immobiliser,1980,4785,8,Audio - Controls on Steering Column,,181,430,Radio - Analogue,Ventilated Discs,18,"3 link type Rigid Axle, coil spring",,265/60 R 18,7,Seatbelt - Pretensioners 1st Row (Front),,,11.2,Rack and Pinion,,Automatic,Audio - Aux Input USB Socket,2800,1815,
https://www.carmudi.co.id/en/for-sale/toyota-alphard-x-dki-jakarta-kelapa-gading/16399461,Toyota,Alphard X,209000000,2012,97500,White,ABS,Naturally Aspirated,,,,,,CD Player,,,Airbags - Head for 1st Row,,5,2362,,,Discs,17,MacPherson Strut,,215/60R17,,65,Petrol,,1905,,1905,4870,6,,Park Distance Control - Rear,170,144,Radio - Analogue,Discs,17,Torsion Beam,,215/60R17,7,,,Electronic Stability Control,,,,Automatic,,2950,1830,
https://www.carmudi.co.id/en/for-sale/mercedes-benz-eqe350%2B-electric-art-line-dki-jakarta-fatmawati/17394195,Mercedes,Benz Eqe350%2B Electric Art Line,1395000000,2023,17500,Black,,,,Parking Assistance - Fully Automated,,Bluetooth,,,,,,,4,,,Airbag - Passenger,Ventilated Discs,20,McPherson Strut,,245/55 R20,,,Electric,Automatic,1510,,2355,4946,1,,Park Distance Control - Rear,,,,Discs,20,Multi-Link,,245/55 R20,5,,,,12.5,Rack and Pinion,210,Automatic,Audio - Aux Input USB Socket,,2103,
https://www.carmudi.co.id/en/for-sale/mercedes-benz-eqs450%2B-edition-one-dki-jakarta-gandaria/17393962,Mercedes,Benz Eqs450%2B Edition One,2200000000,2023,7500,Silver,,,,,,,,,,,Airbags - Head for 1st Row,,4,,,,,21,,,,,,Electric,,1512,,2480,5216,,,,333,565,,,21,,,,5,Seatbelt - Pretensioners 1st Row (Front),,,11.9,,210,Automatic,,,2125,
https://www.carmudi.co.id/en/for-sale/lexus-nx-300-f-sport-dki-jakarta-sunter/17393217,Lexus,Nx 300 F Sport,625000000,2019,12500,Black,ABS,Turbocharged,Official Import,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,500,,,Cruise Control,Airbags - Head for 1st Row,Direct FI,5,1998,Starter Button,,Ventilated Discs,18,MacPherson Strut,1570,225/60 R18,,60,Petrol,6 speed automatic,1630,Engine Immobiliser,1700,4630,6,,Park Distance Control - Rear,235,350,Radio - Analogue,Discs,18,Double Wishbone,1570,225/60 R18,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,5.7,,,Automatic,Audio - Aux Input USB Socket,2660,1845,
https://www.carmudi.co.id/en/for-sale/bmw-520i-m-sport-dki-jakarta-sunter/17393205,Bmw,520I M Sport,775000000,2023,7500,Black,ABS,Turbocharged,Official Import,,,Bluetooth,,CD Player,,Cruise Control,Airbags - Head for 1st Row,Direct FI,4,1998,Starter Button,,Ventilated discs,19,Double wishbone,,245/45 R19,,70,Petrol,8-Speed Steptronic,1515,Engine Immobiliser,,5060,8,,Park Distance Control - Rear,184,290,Radio - Analogue,Ventilated discs,19,Five-link,,245/45 R19,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,Rack and pinion,,Automatic,Audio - Aux Input USB Socket,2900,1900,
https://www.carmudi.co.id/en/for-sale/jeep-wrangler-rubicon-2-door-dki-jakarta-sunter/17393148,Jeep,Wrangler Rubicon 2 Door,695000000,2013,87500,Black,ABS,Naturally Aspirated,,,,,,,,,,,2,3604,,,,17,"Gardan Solid, Pegas Spiral, Leading Arm, Stabilize",1572,,,,Petrol,5-Speed Automatic,1865,Engine Immobiliser,,4223,,,,285,342,,,17,"Gardan Solid, Pegas Spiral, Leading Arm, Stabilize",1572,,4,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,,,Automatic,,2423,1873,
https://www.carmudi.co.id/en/for-sale/bmw-735i-m-sport-dki-jakarta-sunter/17393107,Bmw,735I M Sport,1799000000,2023,2500,Black,ABS,Turbocharged,Official Import,,,Bluetooth,,,,,Airbags - Head for 1st Row,Direct FI,4,2998,,,Ventilated Discs,20,Double wishbone,1663,255/40 R20,,,Petrol,8-Speed Sport Steptronic,1544,,,5391,8,,,286,450,Radio - Analogue,Ventilated Discs,20,Five-link,1683,255/40 R20,5,,,Electronic Stability Control,,Integral Active Steering,,Automatic,Audio - Aux Input USB Socket,3215,1950,
https://www.carmudi.co.id/en/for-sale/bmw-520i-m-sport-dki-jakarta-bintaro/17214291,Bmw,520I M Sport,795000000,2023,2500,White,ABS,Turbocharged,Official Import,,,Bluetooth,,CD Player,,Cruise Control,Airbags - Head for 1st Row,Direct FI,4,1998,Starter Button,,Ventilated discs,19,Double wishbone,,245/45 R19,,70,Petrol,8-Speed Steptronic,1515,Engine Immobiliser,,5060,8,,Park Distance Control - Rear,184,290,Radio - Analogue,Ventilated discs,19,Five-link,,245/45 R19,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,Rack and pinion,,Automatic,Audio - Aux Input USB Socket,2900,1900,
https://www.carmudi.co.id/en/for-sale/bmw-520i-m-sport-dki-jakarta-bintaro/17286884,Bmw,520I M Sport,810000000,2023,2500,Black,ABS,Turbocharged,Official Import,,,Bluetooth,,CD Player,,Cruise Control,Airbags - Head for 1st Row,Direct FI,4,1998,Starter Button,,Ventilated discs,19,Double wishbone,,245/45 R19,,70,Petrol,8-Speed Steptronic,1515,Engine Immobiliser,,5060,8,,Park Distance Control - Rear,184,290,Radio - Analogue,Ventilated discs,19,Five-link,,245/45 R19,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,Rack and pinion,,Automatic,Audio - Aux Input USB Socket,2900,1900,
https://www.carmudi.co.id/en/for-sale/honda-hr-v-e-dki-jakarta-mangga-dua/17391108,Honda,Hr V E,195000000,2018,77500,Black,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),,,CD Player,,Cruise Control,,Fuel Injection,5,1497,Starter Button,Airbag - Passenger,Ventilated Discs,17,MacPherson Strut,1535,215/55 R17,,40,Petrol,CVT,1580,Engine Immobiliser,1226,4294,,,,120,145,Radio - Analogue,Discs,17,H-shape Torsion Beam,1540,215/55 R17,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,Rack & pinion with electric power steering,,Automatic,Audio - Aux Input USB Socket,2610,1772,
https://www.carmudi.co.id/en/for-sale/bmw-x6-xdrive40i-m-sport-dki-jakarta-kelapa-gading/17391100,Bmw,X6 Xdrive40I M Sport,1299000000,2021,17500,Brown,ABS,Turbocharged,Official Import,,,,,,,,Airbags - Head for 1st Row,Direct FI,5,2998,,,Ventilated Discs,21,Adaptive 2-axle air suspension with automatic self,,,,,Petrol,8-speed Steptronic Sport,,,,,8,,,340,450,,Ventilated Discs,21,Adaptive 2-axle air suspension with automatic self,,,5,,,,,,,Automatic,,,,
https://www.carmudi.co.id/en/for-sale/toyota-kijang-innova-venturer-50th-anniversary-edition-dki-jakarta-bintaro/17118923,Toyota,Kijang Innova Venturer 50Th Anniversary Edition,425000000,2021,37500,White,ABS,Turbocharged,,,,,,,,,Airbags - Head for 1st Row,Fuel injection,5,2393,,,Ventilated Discs,17,Double wishbone with coil spring and stabilizer,1540,215/55 R17,,,Diesel,6-Speed A/T with Sport Sequential Switchmatic,1795,,,4735,6,,,149,360,,Drums,17,4 Link with coil spring and lateral rod,1540,215/55 R17,7,,,Electronic Stability Control,,,,Automatic,,2750,1830,
https://www.carmudi.co.id/en/for-sale/porsche-taycan-4s-performance-battery-dki-jakarta-cilandak/17390609,Porsche,Taycan 4S Performance Battery,2400000000,2023,2500,Black,,,,,,,,,,,,,5,,,,Discs,,,,,,,Electric,,,,,,,,,,,,Discs,,,,,5,,,,11.7,,,Automatic,,,,
https://www.carmudi.co.id/en/for-sale/mercedes-benz-gle450-amg-line-4matic-dki-jakarta-menteng/17389283,Mercedes,Benz Gle450 Amg Line 4Matic,1075000000,2022,27500,Black,ABS,Turbocharged,,Parking Assistance - Fully Automated,,Bluetooth,630,CD Player,214,Cruise Control,Airbags - Head for 1st Row,Direct FI: Multi Point,5,2999,,,Ventilated Discs,20,Multi-link with Air Suspension,,275/50ZR20,9.4,85,Petrol,9G-Tronic Automatic,1795,Engine Immobiliser,2220,4930,9,Audio - Controls on Steering Column,,367,500,Radio - Analogue,Ventilated Discs,20,Multi-link with Air Suspension,,275/50ZR20,7,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,12,Rack and Pinion,250,Automatic,Audio - Aux Input USB Socket,2995,2157,
https://www.carmudi.co.id/en/for-sale/toyota-vellfire-hev-executive-lounge-vip-type-dki-jakarta-menteng/17389209,Toyota,Vellfire Hev Executive Lounge Vip Type,1525000000,2024,2500,Black,,Naturally Aspirated,,,,,,,,Cruise Control,Airbags - Head for 1st Row,,5,2500,,,,,FR strut + RR DWB w/VIP Tune,,225/55R 19,,,Hybrid,,1945,,,5010,,,,190,239,,,,FR strut + RR DWB w/VIP Tune,,225/55R 19,7,,,,,PWR TILT & TELESCO,,Automatic,Audio - Aux Input USB Socket,3000,1850,
https://www.carmudi.co.id/en/for-sale/honda-br-v-prestige-honda-sensing-dki-jakarta-kebayoran-baru/17388441,Honda,Br V Prestige Honda Sensing,241000000,2023,22500,White,ABS,Naturally Aspirated,,,,Bluetooth,,,,,Airbags - Head for 1st Row,Fuel Injection,5,1498,Starter Button,,Ventilated Discs,17,MacPherson strut,1540,215 / 55 R 17,,,Petrol,Continuously Variable Transmission,1685,Engine Immobiliser,,4490,7,,Park Distance Control - Rear,121,145,Radio - Analogue,Drums,17,H-Shape Torsion Beam,1540,215 / 55 R 17,7,,,Electronic Stability Control,,,,Automatic,Audio - Aux Input USB Socket,2700,1780,
https://www.carmudi.co.id/en/for-sale/chevrolet-trax-ltz-dki-jakarta-kebon-jeruk/17279154,Chevrolet,Trax Ltz,160000000,2018,37500,Black,ABS,Turbocharged,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,,Cruise Control,Airbags - Head for 1st Row,,5,1399,,,Ventilated Discs,18,McPherson Strut,1540,215/55R18,,53,Petrol,6-speed Automatic,1674,,1334,4248,6,,Park Distance Control - Rear,140,200,Radio - Analogue,Discs,18,Compound Crank Rear Axle,1540,215/55R18,5,Seatbelt - Pretensioners 1st Row (Front),,,10.9,,,Automatic,Audio - Aux Input USB Socket,2555,2035,
https://www.carmudi.co.id/en/for-sale/mitsubishi-xpander-rockford-fosgate-black-edition-dki-jakarta-lebak-bulus/17314097,Mitsubishi,Xpander Rockford Fosgate Black Edition,215000000,2021,42500,Black,ABS,Naturally Aspirated,,,,Bluetooth,,,,,,,5,1499,Starter Button,Airbag - Passenger,Discs,16,MacPherson Strut with Coil Spring,,205/55 R16,,45,Petrol,4-Speed A/T,1730,,,4475,4,Audio - Controls on Steering Column,,104,141,Radio - Analogue,Drums,16,Torsion Beam,,205/55 R16,7,,,,,Rack & Pinion,,Automatic,Audio - Aux Input USB Socket,2775,1750,
https://www.carmudi.co.id/en/for-sale/mercedes-benz-glc300-amg-line-dki-jakarta-cilandak/17386916,Mercedes,Benz Glc300 Amg Line,799000000,2019,17500,White,ABS,Turbocharged,,Parking Assistance - Fully Automated,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,500,CD Player,177,Cruise Control,Airbags - Head for 1st Row,Direct FI: Multi Point,5,1991,Starter Button,,Ventilated Discs,18,Multi-Link,1620,235/60 R 18,7.8,66,Petrol,9G-Tronic,1602,Engine Immobiliser,1785,4732,9,Audio - Controls on Steering Column,Park Distance Control - Rear,245,370,Radio - Analogue,Ventilated Discs,18,Multi-Link,1619,235/60 R 18,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,11.8,Rack and Pinion,236,Automatic,Audio - Aux Input USB Socket,2873,1890,
https://www.carmudi.co.id/en/for-sale/honda-hr-v-special-edition-dki-jakarta-mangga-dua/17386486,Honda,Hr V Special Edition,359000000,2025,2500,Black,,Naturally Aspirated,,,,Bluetooth,,,,Cruise Control,,Fuel Injection,5,1498,Starter Button,,Ventilated Discs,18,MacPherson Strut,1535,225/50 R18 95V,,,Petrol,CVT,1590,Engine Immobiliser,,4330,,,Park Distance Control - Rear,121,145,Radio - Analogue,Discs,18,H-shape torsion beam,1540,225/50 R18 95V,5,,Airbags - Side for 1st Row,Electronic Stability Control,,electric power steering,,Automatic,Audio - Aux Input USB Socket,2610,1790,
https://www.carmudi.co.id/en/for-sale/bmw-330i-m-sport-pro-dki-jakarta-kebayoran-baru/17385842,Bmw,330I M Sport Pro,735000000,2023,22500,Blue,ABS,Turbocharged,Officially Imported,,,Bluetooth,,CD Player,,Cruise Control,Airbags - Head for 1st Row,Direct FI,4,1998,Starter Button,,Ventilated Discs,19,Adaptive M,,,,,Petrol,8-Speed Sport Steptronic,,Engine Immobiliser,,,8,,,258,400,Radio - Analogue,Ventilated Discs,19,Adaptive M,,,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,,,Automatic,Audio - Aux Input USB Socket,,,
