URL,Merk,Model,Harga,Tahun Produksi,Jarak Tempuh,Warna,ABS/EBD,Aspiration,Assembled,Auto parking,Aux,Bluetooth,Boot Space (litres),CD,CO2 Emission,Cruise control,Curtain Airbags,Direct Injection,Doors,Engine CC,Engine start,Front Airbags,Front Brakes,Front Rim (inches),Front Suspension,Front Thread,Front Tyre,Fuel Consumption (L/100km),Fuel Tank (litres),Fuel Type,Gear Type,Height (mm),Immobilizer,Kerb Weight (kg),Length (mm),Number of Gears,Other,Parking sensor,Peak Power (hp),Peak Torque (Nm),Radio,Rear Brakes,Rear Rim (inches),Rear Suspension,Rear Thread,Rear Tyre,Seat Capacity,Seat belts,Side Airbags,Stability control,Steering Turn,Steering Type,Top Speed (km/h),Transmission,USB,Wheel Base (mm),Width (mm),Error
https://www.carmudi.co.id/en/for-sale/toyota-kijang-innova-g-dki-jakarta-cilincing/17991334,Toyota,Kijang Innova G,215000000,2019,87500,Silver,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,,,,,Fuel injection,5,1998,,Airbag - Passenger,Ventilated Discs,16,Double wishbone with coil spring and stabilizer,1540,205/65 R16,,,Petrol,6-Speed A/T with Sport Sequential Switchmatic,1795,,,4735,6,,,139,183,,Drums,16,4 Link with coil spring and lateral rod,1540,205/65 R16,8,,,,,,,Automatic,Audio - Aux Input USB Socket,2750,1830,
https://www.carmudi.co.id/en/for-sale/mercedes-benz-gle450-amg-line-4matic-ckd-dki-jakarta-pondok-indah/17254302,Mercedes,Benz Gle450 Amg Line 4Matic Ckd,1068000000,2020,27500,Black,ABS,Turbocharged,,Parking Assistance - Fully Automated,,Bluetooth,630,CD Player,214,Cruise Control,Airbags - Head for 1st Row,Direct FI: Multi Point,5,2999,,,Ventilated Discs,20,Multi-link with Air Suspension,,275/50ZR20,9.4,85,Petrol,9G-Tronic Automatic,1795,Engine Immobiliser,2220,4930,9,Audio - Controls on Steering Column,,367,500,Radio - Analogue,Ventilated Discs,20,Multi-link with Air Suspension,,275/50ZR20,7,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,12,Rack and Pinion,250,Automatic,Audio - Aux Input USB Socket,2995,2157,
https://www.carmudi.co.id/en/for-sale/toyota-vellfire-z-gs-dki-jakarta-mangga-dua/18003355,Toyota,Vellfire Z Gs,265000000,2014,117500,White,,Naturally Aspirated,,,,,,,,,,,5,2362,,,,,,1570,,,,Petrol,CVT,1870,,,4915,,,,170,224,,,,,1575,,7,,,,5.9,,,Automatic,,2950,1840,
https://www.carmudi.co.id/en/for-sale/kia-seltos-ex-plus-dki-jakarta-scbd/18003349,Kia,Seltos Ex Plus,190000000,2020,42500,Grey,ABS,Turbocharged,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,,,,,Direct Injection,5,1353,,Airbag - Passenger,Ventilated Discs,16,McPherson Strut with Coil Spring,,205/65R16,,55,Petrol,Automatic 7-speed (7DCT),1645,,,4315,7,,Park Distance Control - Rear,138,242,,Discs,16,Coupled Torsion Beam Axle with Coil Spring,,205/65R16,5,,,,5.3,,,Automatic,Audio - Aux Input USB Socket,2610,1800,
https://www.carmudi.co.id/en/for-sale/mercedes-benz-s500-l-dki-jakarta-pondok-indah/17254036,Mercedes,Benz S500 L,925000000,2014,7500,Black,ABS,Turbocharged,,Parking Assistance - Fully Automated,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,530,CD Player,213,Cruise Control,Airbags - Head for 1st Row,Direct FI,4,4663,Starter Button,,Discs,18,Multi-Link,,255 / 45 R18,8.6,80,Petrol,7 speed automatic,1479,Engine Immobiliser,2015,5226,7,Audio - Controls on Steering Column,Park Distance Control - Rear,455,700,Radio - Analogue,Discs,18,Multi-Link,,255 / 45 R18,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,12.3,Rack and Pinion,250,Automatic,Audio - Aux Input USB Socket,3165,2120,
https://www.carmudi.co.id/en/for-sale/daihatsu-rocky-x-dki-jakarta-kebayoran-lama/18009106,Daihatsu,Rocky X,168000000,2021,42500,White,ABS,Naturally Aspirated,,,,,,,,,,,5,1198,Starter Button,Airbag - Passenger,Ventilated Discs,R16,Mcphearson strut,1475,205/65 R16,,36,Petrol,CVT,1635,Engine Immobiliser,1680,4030,,,,88.4,113,,Drums,R16,Torsion beam,1470,205/65 R16,5,,,Electronic Stability Control,9.8,rack and pinion dengan power steering,,Automatic,Audio - Aux Input USB Socket,2525,1710,
https://www.carmudi.co.id/en/for-sale/honda-brio-rs-dki-jakarta-gambir/18003344,Honda,Brio Rs,175000000,2016,92500,White,ABS,Naturally Aspirated,,,,,,CD Player,,,,Indirect FI: Multi Point,5,1199,,Airbag - Passenger,Ventilated Discs,15,MacPherson Strut,1475,185/55 R15,,35,Petrol,CVT,1485,Engine Immobiliser,,3640,,,,90,110,Radio - Analogue,Drums,15,H-shape torsion beam,1460,185/55 R15,5,Seatbelt - Pretensioners 1st Row (Front),,,,,,Automatic,Audio - Aux Input USB Socket,2345,1680,
https://www.carmudi.co.id/en/for-sale/toyota-avanza-g-dki-jakarta-green-ville/18003213,Toyota,Avanza G,123000000,2016,102500,Black,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,,,,Electronic Fuel Injection (EFI),5,1329,,,Discs,14,MacPherson Strut with Coil Spring,1425,185 / 70 R14,,45,Petrol,5-speed Manual,1695,,,4190,5,,,96.5,121,Radio - Analogue,Drums,14,4 Link Lateral Rod with Coil Spring,1435,185 / 70 R14,7,Seatbelt - Pretensioners 1st Row (Front),,,,"Rack & Pinion, Electric Power Steering & Tilt Stee",,Manual,Audio - Aux Input USB Socket,2655,1660,
https://www.carmudi.co.id/en/for-sale/bmw-x5-xdrive35i-xline-dki-jakarta-pondok-indah/18008972,Bmw,X5 Xdrive35I Xline,438000000,2017,32500,White,,Turbocharged,,,,,,,199,,,,5,2979,,,,18,,1644,,8.5,,Petrol,,1762,,2030,4886,,,,306,400,Radio - Analogue,,18,,1650,,5,,,,,,235,Automatic,Audio - Aux Input USB Socket,2933,2184,
https://www.carmudi.co.id/en/for-sale/mercedes-benz-c250-amg-dki-jakarta-pondok-indah/17960971,Mercedes,Benz C250 Amg,358000000,2015,27500,Black,ABS,Turbocharged,,Parking Assistance - Fully Automated,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,480,CD Player,159,Cruise Control,Airbags - Head for 1st Row,Direct Injection,4,1991,Starter Button,,Ventilated Discs,18,Multi-Link,1511,225/45R18,6.8,66,Petrol,7G-Tronic Plus,1442,Engine Immobiliser,1580,4686,7,Audio - Controls on Steering Column,Park Distance Control - Rear,211,350,Radio - Analogue,Discs,18,Multi-Link,1562,225/40R18,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,11.2,Rack and Pinion,250,Automatic,Audio - Aux Input USB Socket,2840,1810,
https://www.carmudi.co.id/en/for-sale/bmw-x1-sdrive18i-dki-jakarta-pondok-indah/18009097,Bmw,X1 Sdrive18I,155000000,2012,122500,Black,,Naturally Aspirated,,Parking Assistance - Fully Automated,,Bluetooth,,,,,Airbags - Head for 1st Row,Fuel injection,5,1995,,,Ventilated Discs,18,Comfort,,255/45 R18,,63,Petrol,6-speed Automatic,1701,,2110,4690,6,,,150,200,,Ventilated Discs,18,Comfort,,255/45 R18,5,,,,11.7,power steering,160,Automatic,Audio - Aux Input USB Socket,,2020,
https://www.carmudi.co.id/en/for-sale/mercedes-benz-c300-amg-line-dki-jakarta-pondok-indah/17959939,Mercedes,Benz C300 Amg Line,425000000,2018,32500,Black,ABS,Turbocharged,,Parking Assistance - Fully Automated,,Bluetooth,357,CD Player,,Cruise Control,Airbags - Head for 1st Row,Direct Injection,4,1991,Starter Button,,Ventilated Discs,17,Independent multi-link suspension,1565,225/50 R17,9,66,Petrol,Automatic transmission G-TRONIC,1447,Engine Immobiliser,1650,4686,9,Audio - Controls on Steering Column,Park Distance Control - Rear,241,370,Radio - Analogue,Discs,17,Independent multi-link suspension,1543,225/50 R17,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,11.5,Rack and pinion,250,Automatic,Audio - Aux Input USB Socket,2840,1811,
https://www.carmudi.co.id/en/for-sale/toyota-rush-trd-sportivo-dki-jakarta-duri-kosambi/17984379,Toyota,Rush Trd Sportivo,194000000,2021,72500,Black,,Naturally Aspirated,,,,Bluetooth,,CD Player,,,,Electronic Fuel Injection (EFI),5,1495,,,Discs,R 17,Mac Phearson strut with coil spring and stabiliser,1450,215/60 R 17,,,Petrol,4-speed Automatic,1705,,,4435,4,,,104,136,Radio - Analogue,Drums,R 17,5 link lateral rod with coil spring and stabiliser,1460,215/60 R 17,7,,,,,electric power steering,,Automatic,Audio - Aux Input USB Socket,2685,1695,
https://www.carmudi.co.id/en/for-sale/honda-cr-v-turbo-dki-jakarta-menteng/17984370,Honda,Cr V Turbo,267000000,2019,87500,Black,ABS,Turbocharged,,,,Bluetooth,,,,Cruise Control,,,5,1498,Starter Button,Airbag - Passenger,Ventilated Discs,18,MacPherson Strut,1598,235/60,,,Petrol,CVT,1679,Engine Immobiliser,,4585,,,,190,240,Radio - Analogue,Discs,18,Multi-Link,1613,235/60,5,,,Electronic Stability Control,,Rack and Pinion,,Automatic,Audio - Aux Input USB Socket,2660,1855,
https://www.carmudi.co.id/en/for-sale/toyota-fortuner-vrz-4x2-dki-jakarta-sudirman/17989364,Toyota,Fortuner Vrz 4X2,400000000,2021,67500,Grey,ABS,Turbocharged,,,,Bluetooth,,CD Player,,Cruise Control,,Fuel injection,5,2393,Starter Button,,Ventilated Discs,18,Double Wishbone with Coil Spring & Stabilizer,1545,265/60,,80,Diesel,6-Speed Automatic with Sport Sequential Switchmati,1835,,,4795,,,,150,400,Radio - Analogue,Ventilated Discs,18,4-Link with Lateral Rod,1550,265/60,7,,Airbags - Side for 1st Row,Electronic Stability Control,,,,Automatic,,2745,1855,
https://www.carmudi.co.id/en/for-sale/toyota-kijang-innova-v-dki-jakarta-kemang/17984371,Toyota,Kijang Innova V,240000000,2017,92500,White,ABS,Naturally Aspirated,,,,Bluetooth,,,,,,Fuel injection,5,1998,,Airbag - Passenger,Ventilated Discs,16,Double wishbone with coil spring and stabilizer,1540,205/65 R16,,,Petrol,6-Speed A/T with Sport Sequential Switchmatic,1795,,,4735,6,,,139,183,,Drums,16,4 Link with coil spring and lateral rod,1540,205/65 R16,8,,,,,,,Automatic,,2750,1830,
https://www.carmudi.co.id/en/for-sale/bmw-320i-sport-dki-jakarta-hayam-wuruk/17989362,Bmw,320I Sport,300000000,2017,72500,Black,ABS,Turbocharged,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,124,Cruise Control,,Fuel Injection,4,1995,,,Ventilated Discs,16,McPherson struts,1544,205/60 R16,18.9,60,Petrol,8 speed automatic,1429,,1530,4633,8,,Park Distance Control - Rear,184,270,Radio - Analogue,Ventilated Discs,16,Multi-Link,1583,205/60 R16,5,,Airbags - Side for 1st Row,,11.4,Rack and pinion,235,Automatic,Audio - Aux Input USB Socket,2810,2031,
https://www.carmudi.co.id/en/for-sale/wuling-almaz-exclusive-5-seater-dki-jakarta-kelapa-gading/17989361,Wuling,Almaz Exclusive 5 Seater,155000000,2019,37500,Grey,,Turbocharged,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,,,,,Unknown,5,1451,,,Unknown,17,,,215/60 R17,,52,Petrol,CVT with 8-speed Manual Simulation,1760,,,4655,8,,,140,250,Radio - Analogue,Unknown,17,,,215/60 R17,5,,,,,,,Automatic,Audio - Aux Input USB Socket,2750,1835,
https://www.carmudi.co.id/en/for-sale/mitsubishi-xpander-cross-premium-dki-jakarta-pakubuwono/17688556,Mitsubishi,Xpander Cross Premium,225000000,2021,57500,White,ABS,Naturally Aspirated,Official Import,,,Bluetooth,,,,Cruise Control,,,5,1499,Starter Button,Airbag - Passenger,Ventilated Discs,17,MacPherson Strut with Coil Spring,,205/55 R17,,45,Petrol,CVT,1750,Engine Immobiliser,,4500,,,Park Distance Control - Rear,104,141,Radio - Analogue,Drums,17,Torsion Beam,,205/55 R17,7,Seatbelt - Pretensioners 1st Row (Front),,,,Rack & Pinion,,Automatic,Audio - Aux Input USB Socket,2775,1800,
https://www.carmudi.co.id/en/for-sale/toyota-kijang-innova-venturer-dki-jakarta-kebayoran-lama/17962856,Toyota,Kijang Innova Venturer,380000000,2019,112500,Black,ABS,Turbocharged,,,,Bluetooth,,,,,Airbags - Head for 1st Row,,5,2393,,,Ventilated Discs,17,Double wishbone with coil spring and stabilizer,1540,215/55 R17,,,Diesel,6-Speed A/T with Sport Sequential Switchmatic,1795,,,4735,6,,,149,360,,Drums,17,4 Link with coil spring and lateral rod,1540,215/55 R17,7,,,Electronic Stability Control,,,,Automatic,Audio - Aux Input USB Socket,2750,1830,
https://www.carmudi.co.id/en/for-sale/honda-hr-v-e-dki-jakarta-mangga-dua/17980231,Honda,Hr V E,190000000,2016,77500,White,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),,,CD Player,,Cruise Control,,Fuel Injection,5,1497,Starter Button,Airbag - Passenger,Ventilated Discs,17,MacPherson Strut,1535,215/55 R17,,40,Petrol,CVT,1580,Engine Immobiliser,1226,4294,,,,120,145,Radio - Analogue,Discs,17,H-shape Torsion Beam,1540,215/55 R17,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,Rack & pinion with electric power steering,,Automatic,Audio - Aux Input USB Socket,2610,1772,
https://www.carmudi.co.id/en/for-sale/toyota-calya-g-dki-jakarta-kalideres/17980218,Toyota,Calya G,130000000,2024,17500,Black,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,,,,Electronic Fuel Injection (EFI),5,1197,,Airbag - Passenger,Ventilated Discs,14,Mac pherson struts with coil spring and stabilizer,1460,175/65 R 14,,36,Petrol,5-speed Manual,1600,Engine Immobiliser,,4110,5,,Park Distance Control - Rear,88,108,Radio - Analogue,Drums,14,Semi Independent Torsion Axie Beam with coil sprin,1465,175/65 R 14,7,Seatbelt - Pretensioners 1st Row (Front),,,,Electronic power streering,,Manual,Audio - Aux Input USB Socket,2525,1655,
https://www.carmudi.co.id/en/for-sale/honda-brio-rs-dki-jakarta-mangga-dua/17972522,Honda,Brio Rs,145000000,2019,52500,White,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,,,,Indirect FI: Multi Point,5,1199,,Airbag - Passenger,Ventilated Discs,15,MacPherson Strut,1475,185/55 R15,,35,Petrol,CVT with Earth Dreams Technology,1485,Engine Immobiliser,,3815,5,,,90,110,Radio - Analogue,Drums,15,H-shape Torsion Beam,1460,185/55 R15,5,Seatbelt - Pretensioners 1st Row (Front),,,,Rack & Pinion with Electric Power Steering,,Automatic,Audio - Aux Input USB Socket,2405,1680,
https://www.carmudi.co.id/en/for-sale/honda-civic-e-dki-jakarta-kapten-tendean/17972514,Honda,Civic E,310000000,2017,52500,White,ABS,Turbocharged,,,,Bluetooth,,CD Player,,Cruise Control,Airbags - Head for 1st Row,,5,1498,,,Ventilated Discs,R 17,Mac pherson struts,1547,215 / 50 R 17,,,Petrol,CVT,1421,Engine Immobiliser,,4501,,,,173,220,Radio - Analogue,Discs,R 17,Multi-Link,1563,215 / 50 R 17,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,Dual pinion (EPS),,Automatic,Audio - Aux Input USB Socket,2700,2075,
https://www.carmudi.co.id/en/for-sale/kia-seltos-ex-plus-dki-jakarta-duren-sawit/17972511,Kia,Seltos Ex Plus,190000000,2020,42500,Grey,ABS,Turbocharged,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,,,,,Direct Injection,5,1353,,Airbag - Passenger,Ventilated Discs,16,McPherson Strut with Coil Spring,,205/65R16,,55,Petrol,Automatic 7-speed (7DCT),1645,,,4315,7,,Park Distance Control - Rear,138,242,,Discs,16,Coupled Torsion Beam Axle with Coil Spring,,205/65R16,5,,,,5.3,,,Automatic,Audio - Aux Input USB Socket,2610,1800,
https://www.carmudi.co.id/en/for-sale/toyota-kijang-innova-g-dki-jakarta-kebayoran-baru/17962777,Toyota,Kijang Innova G,225000000,2019,87500,White,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,,,,,Fuel injection,5,1998,,Airbag - Passenger,Ventilated Discs,16,Double wishbone with coil spring and stabilizer,1540,205/65 R16,,,Petrol,6-Speed A/T with Sport Sequential Switchmatic,1795,,,4735,6,,,139,183,,Drums,16,4 Link with coil spring and lateral rod,1540,205/65 R16,8,,,,,,,Automatic,Audio - Aux Input USB Socket,2750,1830,
https://www.carmudi.co.id/en/for-sale/honda-hr-v-e-dki-jakarta-antasari/17972504,Honda,Hr V E,175000000,2016,37500,White,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),,,CD Player,,Cruise Control,,Fuel Injection,5,1497,Starter Button,Airbag - Passenger,Ventilated Discs,17,MacPherson Strut,1535,215/55 R17,,40,Petrol,CVT,1580,Engine Immobiliser,1226,4294,,,,120,145,Radio - Analogue,Discs,17,H-shape Torsion Beam,1540,215/55 R17,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,Rack & pinion with electric power steering,,Automatic,Audio - Aux Input USB Socket,2610,1772,
https://www.carmudi.co.id/en/for-sale/nissan-grand-livina-highway-star-dki-jakarta-grogol/17980055,Nissan,Grand Livina Highway Star,112000000,2014,72500,Silver,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,,Cruise Control,,Indirect FI: Multi Point,5,1498,,Airbag - Passenger,Ventilated Discs,15,McPherson Strut with stabilizer,,185/65 R15,,52,Petrol,CVT,1595,Engine Immobiliser,1250,4485,,Audio - Controls on Steering Column,Park Distance Control - Rear,109,143,Radio - Analogue,Drums,15,Torsion Beam with Stabilizer,,185/65 R15,7,Seatbelt - Pretensioners 1st Row (Front),,,5.5,Rack and Pinion with EPS (Electronic Power Steerin,,Automatic,Audio - Aux Input USB Socket,2600,1700,
https://www.carmudi.co.id/en/for-sale/toyota-kijang-innova-g-dki-jakarta-kebayoran-lama/17962774,Toyota,Kijang Innova G,363000000,2024,37500,Black,ABS,Turbocharged,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,,,,,Fuel injection,5,2393,Starter Button,Airbag - Passenger,Ventilated Discs,16,Double wishbone with coil spring and stabilizer,1540,205/65 R16,,,Diesel,6-Speed A/T with Sport Sequential Switchmatic,1795,Engine Immobiliser,,4735,6,,Park Distance Control - Rear,149,360,Radio - Analogue,Drums,16,4 Link with coil spring and lateral road,1540,205/65 R16,8,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,Electric Power Steering,,Automatic,Audio - Aux Input USB Socket,2750,1830,
https://www.carmudi.co.id/en/for-sale/toyota-kijang-innova-g-dki-jakarta-duren-sawit/17962892,Toyota,Kijang Innova G,230000000,2020,92500,White,ABS,Naturally Aspirated,,,,Bluetooth,,,,,,Fuel injection,5,1998,,Airbag - Passenger,Ventilated Discs,16,Double wishbone with coil spring and stabilizer,1540,205/65 R16,,55,Petrol,6-Speed A/T with Sport Sequential Switchmatic,1795,,,4735,6,Audio - Controls on Steering Column,,139,183,,Drums,16,4 Link with coil spring and lateral rod,1540,205/65 R16,8,,,Electronic Stability Control,,Power assisted rack and pinion,,Automatic,Audio - Aux Input USB Socket,2750,1830,
https://www.carmudi.co.id/en/for-sale/toyota-kijang-innova-zenix-v-non-premium-color-dki-jakarta-kebayoran-baru/17962888,Toyota,Kijang Innova Zenix V Non Premium Color,365000000,2022,52500,Black,,Naturally Aspirated,,,,Bluetooth,,,,,,Direct Injection,5,1998,,Airbag - Passenger,Ventilated discs,R 17,MacPherson Strut,1560,215/60 R17,,52,Petrol,CVT,1795,Engine Immobiliser,,4755,7,,Park Distance Control - Rear,174,205,,Drums,R 17,Torsion Beam,1580,215/60 R17,8,,,,,,,Automatic,,2850,1850,
https://www.carmudi.co.id/en/for-sale/bmw-x1-sdrive18i-xline-dki-jakarta-pondok-indah/17961119,Bmw,X1 Sdrive18I Xline,428000000,2021,32500,Black,ABS,Turbocharged,Official Import,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,,,Cruise Control,Airbags - Head for 1st Row,Direct FI,5,1499,Starter Button,,Ventilated Discs,18,Single-joint spring strut,,225/50 R18,,,Petrol,7-DCT,1598,,,4447,7,Audio - Controls on Steering Column,Park Distance Control - Rear,140,220,Radio - Analogue,Discs,18,Multi-arm axle,,225/50 R18,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,Rack and Pinion,,Automatic,Audio - Aux Input USB Socket,2670,1821,
https://www.carmudi.co.id/en/for-sale/bmw-x5-xdrive35i-xline-dki-jakarta-pondok-indah/17253982,Bmw,X5 Xdrive35I Xline,435000000,2015,37500,White,,Turbocharged,,,,,,,199,,,,5,2979,,,,18,,1644,,8.5,,Petrol,,1762,,2030,4886,,,,306,400,Radio - Analogue,,18,,1650,,5,,,,,,235,Automatic,Audio - Aux Input USB Socket,2933,2184,
https://www.carmudi.co.id/en/for-sale/bmw-m2-competition-dki-jakarta-pondok-indah/17021178,Bmw,M2 Competition,1008000000,2020,2500,Orange,ABS,Turbocharged,,,,Bluetooth,391,CD Player,228,Cruise Control,,Direct FI,2,2979,Starter Button,,Ventilated Discs,19,Double Joint Spring Strut,1580,265/35YR19,23.5,52,Petrol,7-speed M Double Clutch Transmission (DCT) with Dr,1410,Engine Immobiliser,1575,4460,7,,,411,550,Radio - Analogue,Ventilated Discs,19,Five Link,1600,265/35YR19,4,Seatbelt - Pretensioners 1st Row (Front),Airbags - Side for 1st Row,Electronic Stability Control,,Rack and Pinion,249,Automatic,Audio - Aux Input USB Socket,2692,1854,
https://www.carmudi.co.id/en/for-sale/mercedes-benz-c200-cgi-dki-jakarta-lebak-bulus/18023257,Mercedes,Benz C200 Cgi,295000000,2014,67500,Black,,Turbocharged,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,184,,Airbags - Head for 1st Row,Direct FI,4,1796,,,Ventilated Discs,16,Agility Control,,225 / 50 R 16,7.9,59,Petrol,5-speed automatic transmission,1444,,1505,4581,5,Audio - Controls on Steering Column,,184,270,,Ventilated Discs,16,Agility Control,,225 / 50 R 16,5,,,Electronic Stability Control,10.8,Rack and Pinion,232,Automatic,,2760,1770,
https://www.carmudi.co.id/en/for-sale/bmw-x5-xdrive40i-xline-dki-jakarta-pondok-indah/17224856,Bmw,X5 Xdrive40I Xline,817000000,2021,22500,Black,ABS,Turbocharged,Official Import,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,441,,,Cruise Control,Airbags - Head for 1st Row,Direct FI,5,2998,Starter Button,,Ventilated Discs,22,Adaptive 2-axle air suspension,,275/45R22,,83,Petrol,8-Speed Steptronic Sport,1745,Engine Immobiliser,2220,4922,8,,,340,450,Radio - Analogue,Ventilated Discs,22,Adaptive 2-axle air suspension,,305/40R22,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,12.8,Rack and pinion,,Automatic,Audio - Aux Input USB Socket,2975,2004,
https://www.carmudi.co.id/en/for-sale/bmw-x5-xdrive40i-xline-dki-jakarta-pondok-indah/17253941,Bmw,X5 Xdrive40I Xline,826000000,2021,27500,White,ABS,Turbocharged,Official Import,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,441,,,Cruise Control,Airbags - Head for 1st Row,Direct FI,5,2998,Starter Button,,Ventilated Discs,22,Adaptive 2-axle air suspension,,275/45R22,,83,Petrol,8-Speed Steptronic Sport,1745,Engine Immobiliser,2220,4922,8,,,340,450,Radio - Analogue,Ventilated Discs,22,Adaptive 2-axle air suspension,,305/40R22,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,12.8,Rack and pinion,,Automatic,Audio - Aux Input USB Socket,2975,2004,
https://www.carmudi.co.id/en/for-sale/bmw-530i-m-sport-dki-jakarta-pondok-indah/17960209,Bmw,530I M Sport,588000000,2021,12500,White,ABS,Turbocharged,Official Import,Parking Assistance - Fully Automated,,Bluetooth,530,,149,Cruise Control,Airbags - Head for 1st Row,Direct FI,4,1998,Starter Button,,Ventilated discs,19,Adaptive M suspension,,,,,Petrol,8-Speed Steptronic Sport transmission,1466,,,4936,8,,Park Distance Control - Rear,252,350,Radio - Analogue,Ventilated discs,19,Adaptive M suspension,,,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,Rack and pinion,250,Automatic,Audio - Aux Input USB Socket,2975,1868,
https://www.carmudi.co.id/en/for-sale/toyota-corolla-altis-g-dki-jakarta-kapten-tendean/18016966,Toyota,Corolla Altis G,120000000,2012,132500,Black,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),,,CD Player,,,,Electronic Fuel Injection (EFI),4,1798,Starter Button,Airbag - Passenger,Ventilated Discs,,MacPherson Sturt with Coil Spring & Stabilizer,1520,205/55 R16,,55,Petrol,Super CVT-i with 7 Speed Sport Sequential Shiftmat,1465,Engine Immobiliser,1205,4540,,,,151,190,,Discs,,Torsion Beam with Coil Spring and stabilizer,1525,205/55 R16,5,,,,,,,Automatic,,2600,1760,
https://www.carmudi.co.id/en/for-sale/honda-wr-v-rs-honda-sensing-dki-jakarta-pondok-gede/18064107,Honda,Wr V Rs Honda Sensing,235000000,2024,17500,Grey,ABS,Naturally Aspirated,,Parking Assistance - Fully Automated,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,,Cruise Control,Airbags - Head for 1st Row,Fuel Injection,5,1498,Starter Button,,Ventilated Discs,17,MacPherson Strut,1540,215/55R17,,,Petrol,CVT,1608,Engine Immobiliser,,4060,,,Park Distance Control - Rear,121,145,Radio - Analogue,Drums,17,H-shape torsion beam,1540,215/55R17,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,,,Automatic,Audio - Aux Input USB Socket,2485,1780,
https://www.carmudi.co.id/en/for-sale/honda-accord-dki-jakarta-kelapa-gading/18005232,Honda,Accord,345000000,2020,62500,Black,,Turbocharged,,,,,,,,Cruise Control,Airbags - Head for 1st Row,Direct FI,4,1498,Starter Button,,Ventilated Discs,18,MacPherson Strut,1591,235/45 R18,,56,Petrol,CVT with Earth Dreams Technology,1450,Engine Immobiliser,,4894,6,,Park Distance Control - Rear,190,260,Radio - Analogue,Discs,18,Multi-link,1603,235/45 R18,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,11.4,Dual Pinion EPS,,Automatic,,2830,1862,
https://www.carmudi.co.id/en/for-sale/toyota-camry-v-dki-jakarta-kelapa-gading/17945059,Toyota,Camry V,210000000,2017,67500,Black,ABS,Naturally Aspirated,,,,,,,,,,Electronic Fuel Injection (EFI),4,2494,,,Ventilated discs,R 17,Mac pherson struts,1580,215 / 55 R 17,,70,Petrol,6-speed Automatic,1470,,,4850,6,,,181,220,Radio - Analogue,Discs,R 17,Dual link,1570,215 / 55 R 17,5,,Airbags - Side for 1st Row,Electronic Stability Control,,Rack & pinion,,Automatic,,2775,1825,
